persons_served,total,population,start_date,end_date,question,household_type,count
Adults,403,all_persons,2016-04-01,2016-04-30,Q7a,without_children,294
Adults,403,all_persons,2016-04-01,2016-04-30,Q7a,with_children_and_adults,108
Adults,403,all_persons,2016-04-01,2016-04-30,Q7a,with_only_children,0
Adults,403,all_persons,2016-04-01,2016-04-30,Q7a,unknown_household_type,1
Children,128,all_persons,2016-04-01,2016-04-30,Q7a,without_children,0
Children,128,all_persons,2016-04-01,2016-04-30,Q7a,with_children_and_adults,124
Children,128,all_persons,2016-04-01,2016-04-30,Q7a,with_only_children,4
Children,128,all_persons,2016-04-01,2016-04-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2016-04-01,2016-04-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2016-04-01,2016-04-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2016-04-01,2016-04-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2016-04-01,2016-04-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,124,all_persons,2016-04-01,2016-04-30,Q7a,without_children,69
For PSH and RRH - the total persons served who moved into housing,124,all_persons,2016-04-01,2016-04-30,Q7a,with_children_and_adults,55
For PSH and RRH - the total persons served who moved into housing,124,all_persons,2016-04-01,2016-04-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,124,all_persons,2016-04-01,2016-04-30,Q7a,unknown_household_type,0
