age_group,total,population,start_date,end_date,question,household_type,count
18 - 24,0,veterans,2016-04-01,2016-04-30,Q25d,without_children,0
18 - 24,0,veterans,2016-04-01,2016-04-30,Q25d,with_children_and_adults,0
18 - 24,0,veterans,2016-04-01,2016-04-30,Q25d,unknown_household_type,0
25 - 34,2,veterans,2016-04-01,2016-04-30,Q25d,without_children,0
25 - 34,2,veterans,2016-04-01,2016-04-30,Q25d,with_children_and_adults,2
25 - 34,2,veterans,2016-04-01,2016-04-30,Q25d,unknown_household_type,0
35 - 44,4,veterans,2016-04-01,2016-04-30,Q25d,without_children,3
35 - 44,4,veterans,2016-04-01,2016-04-30,Q25d,with_children_and_adults,1
35 - 44,4,veterans,2016-04-01,2016-04-30,Q25d,unknown_household_type,0
45 - 54,4,veterans,2016-04-01,2016-04-30,Q25d,without_children,4
45 - 54,4,veterans,2016-04-01,2016-04-30,Q25d,with_children_and_adults,0
45 - 54,4,veterans,2016-04-01,2016-04-30,Q25d,unknown_household_type,0
55 - 61,8,veterans,2016-04-01,2016-04-30,Q25d,without_children,8
55 - 61,8,veterans,2016-04-01,2016-04-30,Q25d,with_children_and_adults,0
55 - 61,8,veterans,2016-04-01,2016-04-30,Q25d,unknown_household_type,0
62 +,4,veterans,2016-04-01,2016-04-30,Q25d,without_children,4
62 +,4,veterans,2016-04-01,2016-04-30,Q25d,with_children_and_adults,0
62 +,4,veterans,2016-04-01,2016-04-30,Q25d,unknown_household_type,0
Client Doesn't Know/Client Refused,0,veterans,2016-04-01,2016-04-30,Q25d,without_children,0
Client Doesn't Know/Client Refused,0,veterans,2016-04-01,2016-04-30,Q25d,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,veterans,2016-04-01,2016-04-30,Q25d,unknown_household_type,0
Data Not Collected,0,veterans,2016-04-01,2016-04-30,Q25d,without_children,0
Data Not Collected,0,veterans,2016-04-01,2016-04-30,Q25d,with_children_and_adults,0
Data Not Collected,0,veterans,2016-04-01,2016-04-30,Q25d,unknown_household_type,0
