dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,28,all_persons,2020-05-01,2020-05-31,Q14b,without_children,20
Yes,28,all_persons,2020-05-01,2020-05-31,Q14b,with_children_and_adults,8
Yes,28,all_persons,2020-05-01,2020-05-31,Q14b,with_only_children,0
Yes,28,all_persons,2020-05-01,2020-05-31,Q14b,unknown_household_type,0
No,164,all_persons,2020-05-01,2020-05-31,Q14b,without_children,130
No,164,all_persons,2020-05-01,2020-05-31,Q14b,with_children_and_adults,34
No,164,all_persons,2020-05-01,2020-05-31,Q14b,with_only_children,0
No,164,all_persons,2020-05-01,2020-05-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2020-05-01,2020-05-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-05-01,2020-05-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2020-05-01,2020-05-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-05-01,2020-05-31,Q14b,unknown_household_type,0
Data Not Collected,11,all_persons,2020-05-01,2020-05-31,Q14b,without_children,10
Data Not Collected,11,all_persons,2020-05-01,2020-05-31,Q14b,with_children_and_adults,1
Data Not Collected,11,all_persons,2020-05-01,2020-05-31,Q14b,with_only_children,0
Data Not Collected,11,all_persons,2020-05-01,2020-05-31,Q14b,unknown_household_type,0
