length,total,population,start_date,end_date,question,status,count
30 days or less,274,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,155
30 days or less,274,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,119
31 to 60 days,108,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,34
31 to 60 days,108,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,74
61 to 90 days,57,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,11
61 to 90 days,57,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,46
91 to 180 days,122,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,15
91 to 180 days,122,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,107
181 to 365 days,211,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,6
181 to 365 days,211,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,205
366 to 730 Days (1-2 Yrs),167,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),167,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,166
"731 to 1,095 Days (2-3 Yrs)",54,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",54,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,54
"1,096 to 1,460 Days (3-4 Yrs)",24,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",24,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,24
"1,461 to 1,825 Days (5-5 Yrs)",20,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",20,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,20
"More than 1,825 Days (>5 Yrs)",36,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",36,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,36
Data Not Collected,0,all_persons,2020-05-01,2020-05-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2020-05-01,2020-05-31,Q22a1,stayers,0
