conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_start,15
Mental Health Disorder,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_latest_assessment_for_stayers,12
Mental Health Disorder,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_start,6
Alcohol Use Disorder,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_latest_assessment_for_stayers,5
Alcohol Use Disorder,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_exit_for_leavers,2
Drug Use Disorder,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_start,1
Drug Use Disorder,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_latest_assessment_for_stayers,1
Drug Use Disorder,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_start,5
Both Alcohol and Drug Use Disorders,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_latest_assessment_for_stayers,4
Both Alcohol and Drug Use Disorders,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_exit_for_leavers,1
Chronic Health Condition,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_start,16
Chronic Health Condition,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_latest_assessment_for_stayers,14
Chronic Health Condition,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_exit_for_leavers,2
HIV/AIDS,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_start,2
HIV/AIDS,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_latest_assessment_for_stayers,2
HIV/AIDS,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_start,3
Development Disability,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_latest_assessment_for_stayers,4
Development Disability,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_start,18
Physical Disability,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_latest_assessment_for_stayers,14
Physical Disability,veterans,2020-05-01,2020-05-31,Q25e,conditions_at_exit_for_leavers,4
