number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,152
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,29
Adults with Only Other Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,194
Adults with Only Other Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,35
Adults with Only Other Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,42
Adults with Both Earned and Other Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,29
Adults with Both Earned and Other Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,3
Adults with No Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,434
Adults with No Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,15
Adults with No Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,119
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,2
Adults with Missing Income Information,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,16
Adults with Missing Income Information,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,410
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,167
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,831
Total Adults,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,636
Total Adults,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,195
1 or More Source of Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,421
1 or More Source of Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,45
1 or More Source of Income,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,86
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-05-01,2020-05-31,Q18,number_of_adults_at_exit_leavers,0
