ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,132,all_households,2020-05-01,2020-05-31,Q26a,without_children,128
Chronically Homeless ,132,all_households,2020-05-01,2020-05-31,Q26a,with_children_and_adults,4
Chronically Homeless ,132,all_households,2020-05-01,2020-05-31,Q26a,with_only_children,0
Chronically Homeless ,132,all_households,2020-05-01,2020-05-31,Q26a,unknown_household_type,0
Not Chronically Homeless,522,all_households,2020-05-01,2020-05-31,Q26a,without_children,437
Not Chronically Homeless,522,all_households,2020-05-01,2020-05-31,Q26a,with_children_and_adults,84
Not Chronically Homeless,522,all_households,2020-05-01,2020-05-31,Q26a,with_only_children,0
Not Chronically Homeless,522,all_households,2020-05-01,2020-05-31,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,7,all_households,2020-05-01,2020-05-31,Q26a,without_children,7
Client Doesn't Know/Client Refused,7,all_households,2020-05-01,2020-05-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,7,all_households,2020-05-01,2020-05-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,7,all_households,2020-05-01,2020-05-31,Q26a,unknown_household_type,0
Data Not Collected,19,all_households,2020-05-01,2020-05-31,Q26a,without_children,17
Data Not Collected,19,all_households,2020-05-01,2020-05-31,Q26a,with_children_and_adults,1
Data Not Collected,19,all_households,2020-05-01,2020-05-31,Q26a,with_only_children,0
Data Not Collected,19,all_households,2020-05-01,2020-05-31,Q26a,unknown_household_type,1
