veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_households,2019-10-01,2019-10-31,Q25b,without_children,16
Chronically Homeless Veteran,16,all_households,2019-10-01,2019-10-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,16,all_households,2019-10-01,2019-10-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,28,all_households,2019-10-01,2019-10-31,Q25b,without_children,23
Non-Chronically Homeless Veteran,28,all_households,2019-10-01,2019-10-31,Q25b,with_children_and_adults,4
Non-Chronically Homeless Veteran,28,all_households,2019-10-01,2019-10-31,Q25b,unknown_household_type,1
Not a Veteran,645,all_households,2019-10-01,2019-10-31,Q25b,without_children,516
Not a Veteran,645,all_households,2019-10-01,2019-10-31,Q25b,with_children_and_adults,126
Not a Veteran,645,all_households,2019-10-01,2019-10-31,Q25b,unknown_household_type,3
Client Doesn't Know/Client Refused,0,all_households,2019-10-01,2019-10-31,Q25b,without_children,0
Client Doesn't Know/Client Refused,0,all_households,2019-10-01,2019-10-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_households,2019-10-01,2019-10-31,Q25b,unknown_household_type,0
Data Not Collected,1,all_households,2019-10-01,2019-10-31,Q25b,without_children,1
Data Not Collected,1,all_households,2019-10-01,2019-10-31,Q25b,with_children_and_adults,0
Data Not Collected,1,all_households,2019-10-01,2019-10-31,Q25b,unknown_household_type,0
