ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1071,all_persons,2019-10-01,2019-10-31,Q12b,without_children,602
Non-Hispanic/Non-Latin(a)(o)(x),1071,all_persons,2019-10-01,2019-10-31,Q12b,with_children_and_adults,445
Non-Hispanic/Non-Latin(a)(o)(x),1071,all_persons,2019-10-01,2019-10-31,Q12b,with_only_children,13
Non-Hispanic/Non-Latin(a)(o)(x),1071,all_persons,2019-10-01,2019-10-31,Q12b,unknown_household_type,11
Hispanic/Latin(a)(o)(x),95,all_persons,2019-10-01,2019-10-31,Q12b,without_children,33
Hispanic/Latin(a)(o)(x),95,all_persons,2019-10-01,2019-10-31,Q12b,with_children_and_adults,60
Hispanic/Latin(a)(o)(x),95,all_persons,2019-10-01,2019-10-31,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),95,all_persons,2019-10-01,2019-10-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2019-10-01,2019-10-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-10-01,2019-10-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2019-10-01,2019-10-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-10-01,2019-10-31,Q12b,unknown_household_type,0
Data Not Collected,6,all_persons,2019-10-01,2019-10-31,Q12b,without_children,0
Data Not Collected,6,all_persons,2019-10-01,2019-10-31,Q12b,with_children_and_adults,2
Data Not Collected,6,all_persons,2019-10-01,2019-10-31,Q12b,with_only_children,0
Data Not Collected,6,all_persons,2019-10-01,2019-10-31,Q12b,unknown_household_type,4
