health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2019-10-01,2019-10-31,Q21,at_start,532
MEDICAID,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,38
MEDICAID,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,126
MEDICARE,all_persons,2019-10-01,2019-10-31,Q21,at_start,99
MEDICARE,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,18
MEDICARE,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,28
State Children's Health Insurance Program,all_persons,2019-10-01,2019-10-31,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,1
Veteran's Administration (VA) Medical Services,all_persons,2019-10-01,2019-10-31,Q21,at_start,21
Veteran's Administration (VA) Medical Services,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,13
Veteran's Administration (VA) Medical Services,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,5
Employer - Provided Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_start,47
Employer - Provided Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,10
Health Insurance obtained through COBRA,all_persons,2019-10-01,2019-10-31,Q21,at_start,2
Health Insurance obtained through COBRA,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,1
Private Pay Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_start,35
Private Pay Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,2
State Health Insurance for Adults,all_persons,2019-10-01,2019-10-31,Q21,at_start,11
State Health Insurance for Adults,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,3
Indian Health Services Program,all_persons,2019-10-01,2019-10-31,Q21,at_start,3
Indian Health Services Program,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,1
Other,all_persons,2019-10-01,2019-10-31,Q21,at_start,4
Other,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,1
No Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_start,337
No Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,14
No Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,102
Client Doesn't Know/Client Refused,all_persons,2019-10-01,2019-10-31,Q21,at_start,1
Client Doesn't Know/Client Refused,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,1
Data Not Collected,all_persons,2019-10-01,2019-10-31,Q21,at_start,90
Data Not Collected,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,129
Data Not Collected,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,8
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2019-10-01,2019-10-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,636
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_start,566
1 Source of Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,44
1 Source of Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,125
More than 1 Source of Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_start,87
More than 1 Source of Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_annual_assessment_for_stayers,13
More than 1 Source of Health Insurance,all_persons,2019-10-01,2019-10-31,Q21,at_exit_for_leavers,22
