count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,184,30,47,all_persons,2019-10-01,2019-10-31,Q13b2,without_children,107
None,184,30,47,all_persons,2019-10-01,2019-10-31,Q13b2,with_only_children,0
None,184,30,47,all_persons,2019-10-01,2019-10-31,Q13b2,unknown_household_type,0
1 Condition,46,7,2,all_persons,2019-10-01,2019-10-31,Q13b2,without_children,37
1 Condition,46,7,2,all_persons,2019-10-01,2019-10-31,Q13b2,with_only_children,0
1 Condition,46,7,2,all_persons,2019-10-01,2019-10-31,Q13b2,unknown_household_type,0
2 Conditions,28,1,0,all_persons,2019-10-01,2019-10-31,Q13b2,without_children,26
2 Conditions,28,1,0,all_persons,2019-10-01,2019-10-31,Q13b2,with_only_children,0
2 Conditions,28,1,0,all_persons,2019-10-01,2019-10-31,Q13b2,unknown_household_type,1
3+ Conditions,17,1,0,all_persons,2019-10-01,2019-10-31,Q13b2,without_children,16
3+ Conditions,17,1,0,all_persons,2019-10-01,2019-10-31,Q13b2,with_only_children,0
3+ Conditions,17,1,0,all_persons,2019-10-01,2019-10-31,Q13b2,unknown_household_type,0
Condition Unknown,54,0,0,all_persons,2019-10-01,2019-10-31,Q13b2,without_children,54
Condition Unknown,54,0,0,all_persons,2019-10-01,2019-10-31,Q13b2,with_only_children,0
Condition Unknown,54,0,0,all_persons,2019-10-01,2019-10-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2019-10-01,2019-10-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2019-10-01,2019-10-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2019-10-01,2019-10-31,Q13b2,unknown_household_type,0
Data Not Collected,8,0,1,all_persons,2019-10-01,2019-10-31,Q13b2,without_children,6
Data Not Collected,8,0,1,all_persons,2019-10-01,2019-10-31,Q13b2,with_only_children,0
Data Not Collected,8,0,1,all_persons,2019-10-01,2019-10-31,Q13b2,unknown_household_type,1
