gender_identity,total,population,start_date,end_date,question,household_type,count
Male,387,adults,2019-10-01,2019-10-31,Q10a,without_children,326
Male,387,adults,2019-10-01,2019-10-31,Q10a,with_children_and_adults,58
Male,387,adults,2019-10-01,2019-10-31,Q10a,unknown_household_type,3
Female,453,adults,2019-10-01,2019-10-31,Q10a,without_children,306
Female,453,adults,2019-10-01,2019-10-31,Q10a,with_children_and_adults,145
Female,453,adults,2019-10-01,2019-10-31,Q10a,unknown_household_type,2
No Single Gender,0,adults,2019-10-01,2019-10-31,Q10a,without_children,0
No Single Gender,0,adults,2019-10-01,2019-10-31,Q10a,with_children_and_adults,0
No Single Gender,0,adults,2019-10-01,2019-10-31,Q10a,unknown_household_type,0
Questioning,0,adults,2019-10-01,2019-10-31,Q10a,without_children,0
Questioning,0,adults,2019-10-01,2019-10-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2019-10-01,2019-10-31,Q10a,unknown_household_type,0
Transgender,3,adults,2019-10-01,2019-10-31,Q10a,without_children,3
Transgender,3,adults,2019-10-01,2019-10-31,Q10a,with_children_and_adults,0
Transgender,3,adults,2019-10-01,2019-10-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2019-10-01,2019-10-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2019-10-01,2019-10-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2019-10-01,2019-10-31,Q10a,unknown_household_type,0
Data Not Collected,1,adults,2019-10-01,2019-10-31,Q10a,without_children,0
Data Not Collected,1,adults,2019-10-01,2019-10-31,Q10a,with_children_and_adults,1
Data Not Collected,1,adults,2019-10-01,2019-10-31,Q10a,unknown_household_type,0
