length_participation,total,population,start_date,end_date,question,status,count
30 days or less,28,youth,2019-10-01,2019-10-31,Q27e,leavers,23
30 days or less,28,youth,2019-10-01,2019-10-31,Q27e,stayers,5
31 to 60 days,13,youth,2019-10-01,2019-10-31,Q27e,leavers,4
31 to 60 days,13,youth,2019-10-01,2019-10-31,Q27e,stayers,9
61 to 90 days,6,youth,2019-10-01,2019-10-31,Q27e,leavers,0
61 to 90 days,6,youth,2019-10-01,2019-10-31,Q27e,stayers,6
91 to 180 days,7,youth,2019-10-01,2019-10-31,Q27e,leavers,0
91 to 180 days,7,youth,2019-10-01,2019-10-31,Q27e,stayers,7
181 to 365 days,10,youth,2019-10-01,2019-10-31,Q27e,leavers,0
181 to 365 days,10,youth,2019-10-01,2019-10-31,Q27e,stayers,10
366 to 730 Days (1-2 Yrs),6,youth,2019-10-01,2019-10-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),6,youth,2019-10-01,2019-10-31,Q27e,stayers,6
"731 to 1,095 Days (2-3 Yrs)",0,youth,2019-10-01,2019-10-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2019-10-01,2019-10-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2019-10-01,2019-10-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2019-10-01,2019-10-31,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-10-01,2019-10-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-10-01,2019-10-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-10-01,2019-10-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-10-01,2019-10-31,Q27e,stayers,1
Data Not Collected,0,youth,2019-10-01,2019-10-31,Q27e,leavers,0
Data Not Collected,0,youth,2019-10-01,2019-10-31,Q27e,stayers,0
