conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,9,3,1,exit,2017-06-01,2017-06-30,Q13b1,without_children,5
Mental Health Disorder,9,3,1,exit,2017-06-01,2017-06-30,Q13b1,with_only_children,0
Mental Health Disorder,9,3,1,exit,2017-06-01,2017-06-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,0,0,0,exit,2017-06-01,2017-06-30,Q13b1,without_children,0
Alcohol Use Disorder,0,0,0,exit,2017-06-01,2017-06-30,Q13b1,with_only_children,0
Alcohol Use Disorder,0,0,0,exit,2017-06-01,2017-06-30,Q13b1,unknown_household_type,0
Drug Use Disorder,1,0,0,exit,2017-06-01,2017-06-30,Q13b1,without_children,1
Drug Use Disorder,1,0,0,exit,2017-06-01,2017-06-30,Q13b1,with_only_children,0
Drug Use Disorder,1,0,0,exit,2017-06-01,2017-06-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,1,0,0,exit,2017-06-01,2017-06-30,Q13b1,without_children,1
Both Alcohol and Drug Use Disorders,1,0,0,exit,2017-06-01,2017-06-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,1,0,0,exit,2017-06-01,2017-06-30,Q13b1,unknown_household_type,0
Chronic Health Condition,3,1,0,exit,2017-06-01,2017-06-30,Q13b1,without_children,2
Chronic Health Condition,3,1,0,exit,2017-06-01,2017-06-30,Q13b1,with_only_children,0
Chronic Health Condition,3,1,0,exit,2017-06-01,2017-06-30,Q13b1,unknown_household_type,0
HIV/AIDS,1,0,0,exit,2017-06-01,2017-06-30,Q13b1,without_children,1
HIV/AIDS,1,0,0,exit,2017-06-01,2017-06-30,Q13b1,with_only_children,0
HIV/AIDS,1,0,0,exit,2017-06-01,2017-06-30,Q13b1,unknown_household_type,0
Development Disability,1,0,1,exit,2017-06-01,2017-06-30,Q13b1,without_children,0
Development Disability,1,0,1,exit,2017-06-01,2017-06-30,Q13b1,with_only_children,0
Development Disability,1,0,1,exit,2017-06-01,2017-06-30,Q13b1,unknown_household_type,0
Physical Disability,7,4,0,exit,2017-06-01,2017-06-30,Q13b1,without_children,3
Physical Disability,7,4,0,exit,2017-06-01,2017-06-30,Q13b1,with_only_children,0
Physical Disability,7,4,0,exit,2017-06-01,2017-06-30,Q13b1,unknown_household_type,0
