count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,31,7,14,all_persons,2017-06-01,2017-06-30,Q13b2,without_children,10
None,31,7,14,all_persons,2017-06-01,2017-06-30,Q13b2,with_only_children,0
None,31,7,14,all_persons,2017-06-01,2017-06-30,Q13b2,unknown_household_type,0
1 Condition,12,5,0,all_persons,2017-06-01,2017-06-30,Q13b2,without_children,7
1 Condition,12,5,0,all_persons,2017-06-01,2017-06-30,Q13b2,with_only_children,0
1 Condition,12,5,0,all_persons,2017-06-01,2017-06-30,Q13b2,unknown_household_type,0
2 Conditions,3,0,1,all_persons,2017-06-01,2017-06-30,Q13b2,without_children,2
2 Conditions,3,0,1,all_persons,2017-06-01,2017-06-30,Q13b2,with_only_children,0
2 Conditions,3,0,1,all_persons,2017-06-01,2017-06-30,Q13b2,unknown_household_type,0
3+ Conditions,2,1,0,all_persons,2017-06-01,2017-06-30,Q13b2,without_children,1
3+ Conditions,2,1,0,all_persons,2017-06-01,2017-06-30,Q13b2,with_only_children,0
3+ Conditions,2,1,0,all_persons,2017-06-01,2017-06-30,Q13b2,unknown_household_type,0
Condition Unknown,0,0,0,all_persons,2017-06-01,2017-06-30,Q13b2,without_children,0
Condition Unknown,0,0,0,all_persons,2017-06-01,2017-06-30,Q13b2,with_only_children,0
Condition Unknown,0,0,0,all_persons,2017-06-01,2017-06-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-06-01,2017-06-30,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-06-01,2017-06-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-06-01,2017-06-30,Q13b2,unknown_household_type,0
Data Not Collected,14,3,4,all_persons,2017-06-01,2017-06-30,Q13b2,without_children,7
Data Not Collected,14,3,4,all_persons,2017-06-01,2017-06-30,Q13b2,with_only_children,0
Data Not Collected,14,3,4,all_persons,2017-06-01,2017-06-30,Q13b2,unknown_household_type,0
