race,total,population,start_date,end_date,question,household_type,count
White,374,all_persons,2017-06-01,2017-06-30,Q12a,without_children,193
White,374,all_persons,2017-06-01,2017-06-30,Q12a,with_children_and_adults,174
White,374,all_persons,2017-06-01,2017-06-30,Q12a,with_only_children,6
White,374,all_persons,2017-06-01,2017-06-30,Q12a,unknown_household_type,1
"Black, African American, or African",138,all_persons,2017-06-01,2017-06-30,Q12a,without_children,60
"Black, African American, or African",138,all_persons,2017-06-01,2017-06-30,Q12a,with_children_and_adults,73
"Black, African American, or African",138,all_persons,2017-06-01,2017-06-30,Q12a,with_only_children,5
"Black, African American, or African",138,all_persons,2017-06-01,2017-06-30,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2017-06-01,2017-06-30,Q12a,without_children,1
Asian or Asian American,1,all_persons,2017-06-01,2017-06-30,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2017-06-01,2017-06-30,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2017-06-01,2017-06-30,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-06-01,2017-06-30,Q12a,without_children,1
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-06-01,2017-06-30,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-06-01,2017-06-30,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-06-01,2017-06-30,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,3,all_persons,2017-06-01,2017-06-30,Q12a,without_children,0
Native Hawaiian or Pacific Islander,3,all_persons,2017-06-01,2017-06-30,Q12a,with_children_and_adults,3
Native Hawaiian or Pacific Islander,3,all_persons,2017-06-01,2017-06-30,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,3,all_persons,2017-06-01,2017-06-30,Q12a,unknown_household_type,0
Multiple Races,20,all_persons,2017-06-01,2017-06-30,Q12a,without_children,12
Multiple Races,20,all_persons,2017-06-01,2017-06-30,Q12a,with_children_and_adults,8
Multiple Races,20,all_persons,2017-06-01,2017-06-30,Q12a,with_only_children,0
Multiple Races,20,all_persons,2017-06-01,2017-06-30,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,4,all_persons,2017-06-01,2017-06-30,Q12a,without_children,1
Client Doesn't Know/Client Refused,4,all_persons,2017-06-01,2017-06-30,Q12a,with_children_and_adults,3
Client Doesn't Know/Client Refused,4,all_persons,2017-06-01,2017-06-30,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2017-06-01,2017-06-30,Q12a,unknown_household_type,0
Data Not Collected,5,all_persons,2017-06-01,2017-06-30,Q12a,without_children,3
Data Not Collected,5,all_persons,2017-06-01,2017-06-30,Q12a,with_children_and_adults,0
Data Not Collected,5,all_persons,2017-06-01,2017-06-30,Q12a,with_only_children,0
Data Not Collected,5,all_persons,2017-06-01,2017-06-30,Q12a,unknown_household_type,2
