number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,107
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,7
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,10
Adults with Only Other Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,113
Adults with Only Other Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,21
Adults with Only Other Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,8
Adults with Both Earned and Other Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,14
Adults with Both Earned and Other Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,3
Adults with No Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,133
Adults with No Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,17
Adults with No Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,13
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,19
Adults with Missing Income Information,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,9
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,207
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,90
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,386
Total Adults,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,343
Total Adults,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,43
1 or More Source of Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,249
1 or More Source of Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,31
1 or More Source of Income,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,24
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_annual_assessment_stayers,46
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-06-01,2017-06-30,Q18,number_of_adults_at_exit_leavers,0
