gender_identity,total,population,start_date,end_date,question,household_type,count
Male,16,youth,2014-11-01,2014-11-30,Q27c,without_children,14
Male,16,youth,2014-11-01,2014-11-30,Q27c,with_children_and_adults,2
Male,16,youth,2014-11-01,2014-11-30,Q27c,with_only_children,0
Male,16,youth,2014-11-01,2014-11-30,Q27c,unknown_household_type,0
Female,17,youth,2014-11-01,2014-11-30,Q27c,without_children,11
Female,17,youth,2014-11-01,2014-11-30,Q27c,with_children_and_adults,6
Female,17,youth,2014-11-01,2014-11-30,Q27c,with_only_children,0
Female,17,youth,2014-11-01,2014-11-30,Q27c,unknown_household_type,0
No Single Gender,0,youth,2014-11-01,2014-11-30,Q27c,without_children,0
No Single Gender,0,youth,2014-11-01,2014-11-30,Q27c,with_children_and_adults,0
No Single Gender,0,youth,2014-11-01,2014-11-30,Q27c,with_only_children,0
No Single Gender,0,youth,2014-11-01,2014-11-30,Q27c,unknown_household_type,0
Questioning,0,youth,2014-11-01,2014-11-30,Q27c,without_children,0
Questioning,0,youth,2014-11-01,2014-11-30,Q27c,with_children_and_adults,0
Questioning,0,youth,2014-11-01,2014-11-30,Q27c,with_only_children,0
Questioning,0,youth,2014-11-01,2014-11-30,Q27c,unknown_household_type,0
Transgender,0,youth,2014-11-01,2014-11-30,Q27c,without_children,0
Transgender,0,youth,2014-11-01,2014-11-30,Q27c,with_children_and_adults,0
Transgender,0,youth,2014-11-01,2014-11-30,Q27c,with_only_children,0
Transgender,0,youth,2014-11-01,2014-11-30,Q27c,unknown_household_type,0
Client Doesn't Know/Client Refused,0,youth,2014-11-01,2014-11-30,Q27c,without_children,0
Client Doesn't Know/Client Refused,0,youth,2014-11-01,2014-11-30,Q27c,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,youth,2014-11-01,2014-11-30,Q27c,with_only_children,0
Client Doesn't Know/Client Refused,0,youth,2014-11-01,2014-11-30,Q27c,unknown_household_type,0
Data Not Collected,0,youth,2014-11-01,2014-11-30,Q27c,without_children,0
Data Not Collected,0,youth,2014-11-01,2014-11-30,Q27c,with_children_and_adults,0
Data Not Collected,0,youth,2014-11-01,2014-11-30,Q27c,with_only_children,0
Data Not Collected,0,youth,2014-11-01,2014-11-30,Q27c,unknown_household_type,0
Male,16,youth,2014-12-01,2014-12-31,Q27c,without_children,9
Male,16,youth,2014-12-01,2014-12-31,Q27c,with_children_and_adults,6
Male,16,youth,2014-12-01,2014-12-31,Q27c,with_only_children,1
Male,16,youth,2014-12-01,2014-12-31,Q27c,unknown_household_type,0
Female,16,youth,2014-12-01,2014-12-31,Q27c,without_children,6
Female,16,youth,2014-12-01,2014-12-31,Q27c,with_children_and_adults,10
Female,16,youth,2014-12-01,2014-12-31,Q27c,with_only_children,0
Female,16,youth,2014-12-01,2014-12-31,Q27c,unknown_household_type,0
No Single Gender,0,youth,2014-12-01,2014-12-31,Q27c,without_children,0
No Single Gender,0,youth,2014-12-01,2014-12-31,Q27c,with_children_and_adults,0
No Single Gender,0,youth,2014-12-01,2014-12-31,Q27c,with_only_children,0
No Single Gender,0,youth,2014-12-01,2014-12-31,Q27c,unknown_household_type,0
Questioning,0,youth,2014-12-01,2014-12-31,Q27c,without_children,0
Questioning,0,youth,2014-12-01,2014-12-31,Q27c,with_children_and_adults,0
Questioning,0,youth,2014-12-01,2014-12-31,Q27c,with_only_children,0
Questioning,0,youth,2014-12-01,2014-12-31,Q27c,unknown_household_type,0
Transgender,0,youth,2014-12-01,2014-12-31,Q27c,without_children,0
Transgender,0,youth,2014-12-01,2014-12-31,Q27c,with_children_and_adults,0
Transgender,0,youth,2014-12-01,2014-12-31,Q27c,with_only_children,0
Transgender,0,youth,2014-12-01,2014-12-31,Q27c,unknown_household_type,0
Client Doesn't Know/Client Refused,0,youth,2014-12-01,2014-12-31,Q27c,without_children,0
Client Doesn't Know/Client Refused,0,youth,2014-12-01,2014-12-31,Q27c,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,youth,2014-12-01,2014-12-31,Q27c,with_only_children,0
Client Doesn't Know/Client Refused,0,youth,2014-12-01,2014-12-31,Q27c,unknown_household_type,0
Data Not Collected,0,youth,2014-12-01,2014-12-31,Q27c,without_children,0
Data Not Collected,0,youth,2014-12-01,2014-12-31,Q27c,with_children_and_adults,0
Data Not Collected,0,youth,2014-12-01,2014-12-31,Q27c,with_only_children,0
Data Not Collected,0,youth,2014-12-01,2014-12-31,Q27c,unknown_household_type,0
Male,16,youth,2015-01-01,2015-01-31,Q27c,without_children,14
Male,16,youth,2015-01-01,2015-01-31,Q27c,with_children_and_adults,2
Male,16,youth,2015-01-01,2015-01-31,Q27c,with_only_children,0
Male,16,youth,2015-01-01,2015-01-31,Q27c,unknown_household_type,0
