gender_identity,total,population,start_date,end_date,question,household_type,count
Male,0,unknown_age,2014-11-01,2014-11-30,Q10c,without_children,0
Male,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_children_and_adults,0
Male,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_only_children,0
Male,0,unknown_age,2014-11-01,2014-11-30,Q10c,unknown_household_type,0
Female,0,unknown_age,2014-11-01,2014-11-30,Q10c,without_children,0
Female,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_children_and_adults,0
Female,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_only_children,0
Female,0,unknown_age,2014-11-01,2014-11-30,Q10c,unknown_household_type,0
No Single Gender,0,unknown_age,2014-11-01,2014-11-30,Q10c,without_children,0
No Single Gender,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_children_and_adults,0
No Single Gender,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_only_children,0
No Single Gender,0,unknown_age,2014-11-01,2014-11-30,Q10c,unknown_household_type,0
Questioning,0,unknown_age,2014-11-01,2014-11-30,Q10c,without_children,0
Questioning,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_children_and_adults,0
Questioning,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_only_children,0
Questioning,0,unknown_age,2014-11-01,2014-11-30,Q10c,unknown_household_type,0
Transgender,0,unknown_age,2014-11-01,2014-11-30,Q10c,without_children,0
Transgender,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_children_and_adults,0
Transgender,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_only_children,0
Transgender,0,unknown_age,2014-11-01,2014-11-30,Q10c,unknown_household_type,0
Client Doesn't Know/Client Refused,0,unknown_age,2014-11-01,2014-11-30,Q10c,without_children,0
Client Doesn't Know/Client Refused,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_only_children,0
Client Doesn't Know/Client Refused,0,unknown_age,2014-11-01,2014-11-30,Q10c,unknown_household_type,0
Data Not Collected,0,unknown_age,2014-11-01,2014-11-30,Q10c,without_children,0
Data Not Collected,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_children_and_adults,0
Data Not Collected,0,unknown_age,2014-11-01,2014-11-30,Q10c,with_only_children,0
Data Not Collected,0,unknown_age,2014-11-01,2014-11-30,Q10c,unknown_household_type,0
Male,0,unknown_age,2014-12-01,2014-12-31,Q10c,without_children,0
Male,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_children_and_adults,0
Male,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_only_children,0
Male,0,unknown_age,2014-12-01,2014-12-31,Q10c,unknown_household_type,0
Female,0,unknown_age,2014-12-01,2014-12-31,Q10c,without_children,0
Female,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_children_and_adults,0
Female,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_only_children,0
Female,0,unknown_age,2014-12-01,2014-12-31,Q10c,unknown_household_type,0
No Single Gender,0,unknown_age,2014-12-01,2014-12-31,Q10c,without_children,0
No Single Gender,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_children_and_adults,0
No Single Gender,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_only_children,0
No Single Gender,0,unknown_age,2014-12-01,2014-12-31,Q10c,unknown_household_type,0
Questioning,0,unknown_age,2014-12-01,2014-12-31,Q10c,without_children,0
Questioning,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_children_and_adults,0
Questioning,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_only_children,0
Questioning,0,unknown_age,2014-12-01,2014-12-31,Q10c,unknown_household_type,0
Transgender,0,unknown_age,2014-12-01,2014-12-31,Q10c,without_children,0
Transgender,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_children_and_adults,0
Transgender,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_only_children,0
Transgender,0,unknown_age,2014-12-01,2014-12-31,Q10c,unknown_household_type,0
Client Doesn't Know/Client Refused,0,unknown_age,2014-12-01,2014-12-31,Q10c,without_children,0
Client Doesn't Know/Client Refused,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_only_children,0
Client Doesn't Know/Client Refused,0,unknown_age,2014-12-01,2014-12-31,Q10c,unknown_household_type,0
Data Not Collected,0,unknown_age,2014-12-01,2014-12-31,Q10c,without_children,0
Data Not Collected,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_children_and_adults,0
Data Not Collected,0,unknown_age,2014-12-01,2014-12-31,Q10c,with_only_children,0
Data Not Collected,0,unknown_age,2014-12-01,2014-12-31,Q10c,unknown_household_type,0
Male,0,unknown_age,2015-01-01,2015-01-31,Q10c,without_children,0
Male,0,unknown_age,2015-01-01,2015-01-31,Q10c,with_children_and_adults,0
Male,0,unknown_age,2015-01-01,2015-01-31,Q10c,with_only_children,0
Male,0,unknown_age,2015-01-01,2015-01-31,Q10c,unknown_household_type,0
Female,0,unknown_age,2015-01-01,2015-01-31,Q10c,without_children,0
Female,0,unknown_age,2015-01-01,2015-01-31,Q10c,with_children_and_adults,0
Female,0,unknown_age,2015-01-01,2015-01-31,Q10c,with_only_children,0
Female,0,unknown_age,2015-01-01,2015-01-31,Q10c,unknown_household_type,0
No Single Gender,0,unknown_age,2015-01-01,2015-01-31,Q10c,without_children,0
No Single Gender,0,unknown_age,2015-01-01,2015-01-31,Q10c,with_children_and_adults,0
No Single Gender,0,unknown_age,2015-01-01,2015-01-31,Q10c,with_only_children,0
No Single Gender,0,unknown_age,2015-01-01,2015-01-31,Q10c,unknown_household_type,0
Questioning,0,unknown_age,2015-01-01,2015-01-31,Q10c,without_children,0
Questioning,0,unknown_age,2015-01-01,2015-01-31,Q10c,with_children_and_adults,0
Questioning,0,unknown_age,2015-01-01,2015-01-31,Q10c,with_only_children,0
Questioning,0,unknown_age,2015-01-01,2015-01-31,Q10c,unknown_household_type,0
