gender_identity,total,population,start_date,end_date,question,household_type,count
Male,16,chronically_homeless,2014-11-01,2014-11-30,Q26c,without_children,16
Male,16,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_children_and_adults,0
Male,16,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_only_children,0
Male,16,chronically_homeless,2014-11-01,2014-11-30,Q26c,unknown_household_type,0
Female,3,chronically_homeless,2014-11-01,2014-11-30,Q26c,without_children,3
Female,3,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_children_and_adults,0
Female,3,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_only_children,0
Female,3,chronically_homeless,2014-11-01,2014-11-30,Q26c,unknown_household_type,0
No Single Gender,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,without_children,0
No Single Gender,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_children_and_adults,0
No Single Gender,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_only_children,0
No Single Gender,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,unknown_household_type,0
Questioning,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,without_children,0
Questioning,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_children_and_adults,0
Questioning,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_only_children,0
Questioning,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,unknown_household_type,0
Transgender,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,without_children,0
Transgender,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_children_and_adults,0
Transgender,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_only_children,0
Transgender,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,unknown_household_type,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,without_children,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_only_children,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,unknown_household_type,0
Data Not Collected,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,without_children,0
Data Not Collected,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_children_and_adults,0
Data Not Collected,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,with_only_children,0
Data Not Collected,0,chronically_homeless,2014-11-01,2014-11-30,Q26c,unknown_household_type,0
Male,21,chronically_homeless,2014-12-01,2014-12-31,Q26c,without_children,21
Male,21,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_children_and_adults,0
Male,21,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_only_children,0
Male,21,chronically_homeless,2014-12-01,2014-12-31,Q26c,unknown_household_type,0
Female,5,chronically_homeless,2014-12-01,2014-12-31,Q26c,without_children,5
Female,5,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_children_and_adults,0
Female,5,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_only_children,0
Female,5,chronically_homeless,2014-12-01,2014-12-31,Q26c,unknown_household_type,0
No Single Gender,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,without_children,0
No Single Gender,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_children_and_adults,0
No Single Gender,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_only_children,0
No Single Gender,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,unknown_household_type,0
Questioning,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,without_children,0
Questioning,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_children_and_adults,0
Questioning,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_only_children,0
Questioning,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,unknown_household_type,0
Transgender,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,without_children,0
Transgender,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_children_and_adults,0
Transgender,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,with_only_children,0
Transgender,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,unknown_household_type,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2014-12-01,2014-12-31,Q26c,without_children,0
