veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,17,all_households,2021-08-01,2021-08-31,Q25b,without_children,17
Chronically Homeless Veteran,17,all_households,2021-08-01,2021-08-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,17,all_households,2021-08-01,2021-08-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,47,all_households,2021-08-01,2021-08-31,Q25b,without_children,46
Non-Chronically Homeless Veteran,47,all_households,2021-08-01,2021-08-31,Q25b,with_children_and_adults,1
Non-Chronically Homeless Veteran,47,all_households,2021-08-01,2021-08-31,Q25b,unknown_household_type,0
Not a Veteran,773,all_households,2021-08-01,2021-08-31,Q25b,without_children,651
Not a Veteran,773,all_households,2021-08-01,2021-08-31,Q25b,with_children_and_adults,120
Not a Veteran,773,all_households,2021-08-01,2021-08-31,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,1,all_households,2021-08-01,2021-08-31,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2021-08-01,2021-08-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2021-08-01,2021-08-31,Q25b,unknown_household_type,0
Data Not Collected,10,all_households,2021-08-01,2021-08-31,Q25b,without_children,10
Data Not Collected,10,all_households,2021-08-01,2021-08-31,Q25b,with_children_and_adults,0
Data Not Collected,10,all_households,2021-08-01,2021-08-31,Q25b,unknown_household_type,0
