income_range,population,start_date,end_date,question,status,count
No Income,adults,2021-08-01,2021-08-31,Q16,income_at_start,408
No Income,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,9
No Income,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,78
$1 -  $150,adults,2021-08-01,2021-08-31,Q16,income_at_start,4
$1 -  $150,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2021-08-01,2021-08-31,Q16,income_at_start,6
$151 - $250,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2021-08-01,2021-08-31,Q16,income_at_start,19
$251 - $500,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,3
$251 - $500,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,3
$501 - $1000,adults,2021-08-01,2021-08-31,Q16,income_at_start,139
$501 - $1000,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,19
$501 - $1000,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,25
$1001 - $1500,adults,2021-08-01,2021-08-31,Q16,income_at_start,88
$1001 - $1500,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,15
$1001 - $1500,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,15
$1501 - $2000,adults,2021-08-01,2021-08-31,Q16,income_at_start,80
$1501 - $2000,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,6
$1501 - $2000,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,10
$2001+,adults,2021-08-01,2021-08-31,Q16,income_at_start,80
$2001+,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,4
$2001+,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,15
Client Doesn't Know/Client Refused,adults,2021-08-01,2021-08-31,Q16,income_at_start,2
Client Doesn't Know/Client Refused,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2021-08-01,2021-08-31,Q16,income_at_start,219
Data Not Collected,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,3
Data Not Collected,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,88
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-08-01,2021-08-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,407
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-08-01,2021-08-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,344
Number of Adult Stayers without Required Annual Assessment,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2021-08-01,2021-08-31,Q16,income_at_start,1045
Total Adults,adults,2021-08-01,2021-08-31,Q16,income_at_latest_annual_assessment_for_stayers,810
Total Adults,adults,2021-08-01,2021-08-31,Q16,income_at_exit_for_leavers,235
