conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,53,3,0,exit,2021-08-01,2021-08-31,Q13b1,without_children,50
Mental Health Disorder,53,3,0,exit,2021-08-01,2021-08-31,Q13b1,with_only_children,0
Mental Health Disorder,53,3,0,exit,2021-08-01,2021-08-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,10,0,0,exit,2021-08-01,2021-08-31,Q13b1,without_children,10
Alcohol Use Disorder,10,0,0,exit,2021-08-01,2021-08-31,Q13b1,with_only_children,0
Alcohol Use Disorder,10,0,0,exit,2021-08-01,2021-08-31,Q13b1,unknown_household_type,0
Drug Use Disorder,12,3,0,exit,2021-08-01,2021-08-31,Q13b1,without_children,9
Drug Use Disorder,12,3,0,exit,2021-08-01,2021-08-31,Q13b1,with_only_children,0
Drug Use Disorder,12,3,0,exit,2021-08-01,2021-08-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,8,0,0,exit,2021-08-01,2021-08-31,Q13b1,without_children,8
Both Alcohol and Drug Use Disorders,8,0,0,exit,2021-08-01,2021-08-31,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,8,0,0,exit,2021-08-01,2021-08-31,Q13b1,unknown_household_type,0
Chronic Health Condition,24,2,0,exit,2021-08-01,2021-08-31,Q13b1,without_children,22
Chronic Health Condition,24,2,0,exit,2021-08-01,2021-08-31,Q13b1,with_only_children,0
Chronic Health Condition,24,2,0,exit,2021-08-01,2021-08-31,Q13b1,unknown_household_type,0
HIV/AIDS,0,0,0,exit,2021-08-01,2021-08-31,Q13b1,without_children,0
HIV/AIDS,0,0,0,exit,2021-08-01,2021-08-31,Q13b1,with_only_children,0
HIV/AIDS,0,0,0,exit,2021-08-01,2021-08-31,Q13b1,unknown_household_type,0
Development Disability,13,3,2,exit,2021-08-01,2021-08-31,Q13b1,without_children,8
Development Disability,13,3,2,exit,2021-08-01,2021-08-31,Q13b1,with_only_children,0
Development Disability,13,3,2,exit,2021-08-01,2021-08-31,Q13b1,unknown_household_type,0
Physical Disability,27,1,0,exit,2021-08-01,2021-08-31,Q13b1,without_children,26
Physical Disability,27,1,0,exit,2021-08-01,2021-08-31,Q13b1,with_only_children,0
Physical Disability,27,1,0,exit,2021-08-01,2021-08-31,Q13b1,unknown_household_type,0
