health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2021-08-01,2021-08-31,Q21,at_start,635
MEDICAID,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,42
MEDICAID,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,121
MEDICARE,all_persons,2021-08-01,2021-08-31,Q21,at_start,101
MEDICARE,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,15
MEDICARE,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,18
State Children's Health Insurance Program,all_persons,2021-08-01,2021-08-31,Q21,at_start,6
State Children's Health Insurance Program,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,1
Veteran's Administration (VA) Medical Services,all_persons,2021-08-01,2021-08-31,Q21,at_start,22
Veteran's Administration (VA) Medical Services,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,12
Veteran's Administration (VA) Medical Services,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,3
Employer - Provided Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_start,34
Employer - Provided Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,2
Health Insurance obtained through COBRA,all_persons,2021-08-01,2021-08-31,Q21,at_start,1
Health Insurance obtained through COBRA,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_start,38
Private Pay Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,1
Private Pay Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,2
State Health Insurance for Adults,all_persons,2021-08-01,2021-08-31,Q21,at_start,4
State Health Insurance for Adults,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,0
Indian Health Services Program,all_persons,2021-08-01,2021-08-31,Q21,at_start,2
Indian Health Services Program,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,0
Other,all_persons,2021-08-01,2021-08-31,Q21,at_start,7
Other,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_start,374
No Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,12
No Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,74
Client Doesn't Know/Client Refused,all_persons,2021-08-01,2021-08-31,Q21,at_start,5
Client Doesn't Know/Client Refused,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2021-08-01,2021-08-31,Q21,at_start,108
Data Not Collected,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,500
Data Not Collected,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,17
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-08-01,2021-08-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,481
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_start,664
1 Source of Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,44
1 Source of Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,117
More than 1 Source of Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_start,91
More than 1 Source of Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_annual_assessment_for_stayers,13
More than 1 Source of Health Insurance,all_persons,2021-08-01,2021-08-31,Q21,at_exit_for_leavers,15
