gender_identity,total,population,start_date,end_date,question,household_type,count
Male,156,children,2021-08-01,2021-08-31,Q10b,with_children_and_adults,149
Male,156,children,2021-08-01,2021-08-31,Q10b,with_only_children,7
Male,156,children,2021-08-01,2021-08-31,Q10b,unknown_household_type,0
Female,143,children,2021-08-01,2021-08-31,Q10b,with_children_and_adults,131
Female,143,children,2021-08-01,2021-08-31,Q10b,with_only_children,12
Female,143,children,2021-08-01,2021-08-31,Q10b,unknown_household_type,0
No Single Gender,0,children,2021-08-01,2021-08-31,Q10b,with_children_and_adults,0
No Single Gender,0,children,2021-08-01,2021-08-31,Q10b,with_only_children,0
No Single Gender,0,children,2021-08-01,2021-08-31,Q10b,unknown_household_type,0
Questioning,0,children,2021-08-01,2021-08-31,Q10b,with_children_and_adults,0
Questioning,0,children,2021-08-01,2021-08-31,Q10b,with_only_children,0
Questioning,0,children,2021-08-01,2021-08-31,Q10b,unknown_household_type,0
Transgender,0,children,2021-08-01,2021-08-31,Q10b,with_children_and_adults,0
Transgender,0,children,2021-08-01,2021-08-31,Q10b,with_only_children,0
Transgender,0,children,2021-08-01,2021-08-31,Q10b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,children,2021-08-01,2021-08-31,Q10b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,children,2021-08-01,2021-08-31,Q10b,with_only_children,0
Client Doesn't Know/Client Refused,0,children,2021-08-01,2021-08-31,Q10b,unknown_household_type,0
Data Not Collected,2,children,2021-08-01,2021-08-31,Q10b,with_children_and_adults,2
Data Not Collected,2,children,2021-08-01,2021-08-31,Q10b,with_only_children,0
Data Not Collected,2,children,2021-08-01,2021-08-31,Q10b,unknown_household_type,0
