persons_served,total,population,start_date,end_date,question,household_type,count
Adults,1045,all_persons,2021-08-01,2021-08-31,Q7a,without_children,849
Adults,1045,all_persons,2021-08-01,2021-08-31,Q7a,with_children_and_adults,193
Adults,1045,all_persons,2021-08-01,2021-08-31,Q7a,with_only_children,0
Adults,1045,all_persons,2021-08-01,2021-08-31,Q7a,unknown_household_type,3
Children,301,all_persons,2021-08-01,2021-08-31,Q7a,without_children,0
Children,301,all_persons,2021-08-01,2021-08-31,Q7a,with_children_and_adults,282
Children,301,all_persons,2021-08-01,2021-08-31,Q7a,with_only_children,19
Children,301,all_persons,2021-08-01,2021-08-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-08-01,2021-08-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-08-01,2021-08-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-08-01,2021-08-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-08-01,2021-08-31,Q7a,unknown_household_type,1
Data Not Collected,9,all_persons,2021-08-01,2021-08-31,Q7a,without_children,0
Data Not Collected,9,all_persons,2021-08-01,2021-08-31,Q7a,with_children_and_adults,0
Data Not Collected,9,all_persons,2021-08-01,2021-08-31,Q7a,with_only_children,0
Data Not Collected,9,all_persons,2021-08-01,2021-08-31,Q7a,unknown_household_type,9
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2021-08-01,2021-08-31,Q7a,without_children,83
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2021-08-01,2021-08-31,Q7a,with_children_and_adults,32
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2021-08-01,2021-08-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2021-08-01,2021-08-31,Q7a,unknown_household_type,0
