conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_start,85
Mental Health Disorder,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_latest_assessment_for_stayers,74
Mental Health Disorder,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_exit_for_leavers,11
Alcohol Use Disorder,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_start,20
Alcohol Use Disorder,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_latest_assessment_for_stayers,16
Alcohol Use Disorder,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_exit_for_leavers,3
Drug Use Disorder,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_start,8
Drug Use Disorder,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_latest_assessment_for_stayers,6
Drug Use Disorder,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_exit_for_leavers,2
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_start,22
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_latest_assessment_for_stayers,19
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_exit_for_leavers,3
Chronic Health Condition,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_start,45
Chronic Health Condition,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_latest_assessment_for_stayers,41
Chronic Health Condition,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_exit_for_leavers,4
HIV/AIDS,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_start,3
HIV/AIDS,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_latest_assessment_for_stayers,3
HIV/AIDS,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_start,17
Development Disability,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_latest_assessment_for_stayers,16
Development Disability,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_exit_for_leavers,1
Physical Disability,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_start,46
Physical Disability,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_latest_assessment_for_stayers,43
Physical Disability,chronically_homeless,2021-08-01,2021-08-31,Q26e,conditions_at_exit_for_leavers,5
