ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1226,all_persons,2021-08-01,2021-08-31,Q12b,without_children,793
Non-Hispanic/Non-Latin(a)(o)(x),1226,all_persons,2021-08-01,2021-08-31,Q12b,with_children_and_adults,408
Non-Hispanic/Non-Latin(a)(o)(x),1226,all_persons,2021-08-01,2021-08-31,Q12b,with_only_children,15
Non-Hispanic/Non-Latin(a)(o)(x),1226,all_persons,2021-08-01,2021-08-31,Q12b,unknown_household_type,10
Hispanic/Latin(a)(o)(x),118,all_persons,2021-08-01,2021-08-31,Q12b,without_children,50
Hispanic/Latin(a)(o)(x),118,all_persons,2021-08-01,2021-08-31,Q12b,with_children_and_adults,64
Hispanic/Latin(a)(o)(x),118,all_persons,2021-08-01,2021-08-31,Q12b,with_only_children,4
Hispanic/Latin(a)(o)(x),118,all_persons,2021-08-01,2021-08-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2021-08-01,2021-08-31,Q12b,without_children,1
Client Doesn't Know/Client Refused,2,all_persons,2021-08-01,2021-08-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,2,all_persons,2021-08-01,2021-08-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2021-08-01,2021-08-31,Q12b,unknown_household_type,0
Data Not Collected,10,all_persons,2021-08-01,2021-08-31,Q12b,without_children,5
Data Not Collected,10,all_persons,2021-08-01,2021-08-31,Q12b,with_children_and_adults,2
Data Not Collected,10,all_persons,2021-08-01,2021-08-31,Q12b,with_only_children,0
Data Not Collected,10,all_persons,2021-08-01,2021-08-31,Q12b,unknown_household_type,3
