age_group,total,population,start_date,end_date,question,household_type,count
0 - 17,12,chronically_homeless,2021-04-01,2021-04-30,Q26d,without_children,0
0 - 17,12,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_children_and_adults,12
0 - 17,12,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_only_children,0
0 - 17,12,chronically_homeless,2021-04-01,2021-04-30,Q26d,unknown_household_type,0
18 - 24,5,chronically_homeless,2021-04-01,2021-04-30,Q26d,without_children,5
18 - 24,5,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_children_and_adults,0
18 - 24,5,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_only_children,0
18 - 24,5,chronically_homeless,2021-04-01,2021-04-30,Q26d,unknown_household_type,0
25 - 34,32,chronically_homeless,2021-04-01,2021-04-30,Q26d,without_children,27
25 - 34,32,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_children_and_adults,5
25 - 34,32,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_only_children,0
25 - 34,32,chronically_homeless,2021-04-01,2021-04-30,Q26d,unknown_household_type,0
35 - 44,19,chronically_homeless,2021-04-01,2021-04-30,Q26d,without_children,16
35 - 44,19,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_children_and_adults,3
35 - 44,19,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_only_children,0
35 - 44,19,chronically_homeless,2021-04-01,2021-04-30,Q26d,unknown_household_type,0
45 - 54,41,chronically_homeless,2021-04-01,2021-04-30,Q26d,without_children,40
45 - 54,41,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_children_and_adults,1
45 - 54,41,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_only_children,0
45 - 54,41,chronically_homeless,2021-04-01,2021-04-30,Q26d,unknown_household_type,0
55 - 61,29,chronically_homeless,2021-04-01,2021-04-30,Q26d,without_children,28
55 - 61,29,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_children_and_adults,1
55 - 61,29,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_only_children,0
55 - 61,29,chronically_homeless,2021-04-01,2021-04-30,Q26d,unknown_household_type,0
62 +,30,chronically_homeless,2021-04-01,2021-04-30,Q26d,without_children,30
62 +,30,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_children_and_adults,0
62 +,30,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_only_children,0
62 +,30,chronically_homeless,2021-04-01,2021-04-30,Q26d,unknown_household_type,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2021-04-01,2021-04-30,Q26d,without_children,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_only_children,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2021-04-01,2021-04-30,Q26d,unknown_household_type,0
Data Not Collected,0,chronically_homeless,2021-04-01,2021-04-30,Q26d,without_children,0
Data Not Collected,0,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_children_and_adults,0
Data Not Collected,0,chronically_homeless,2021-04-01,2021-04-30,Q26d,with_only_children,0
Data Not Collected,0,chronically_homeless,2021-04-01,2021-04-30,Q26d,unknown_household_type,0
