count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,436,94,163,all_persons,2021-04-01,2021-04-30,Q13c2,without_children,156
None,436,94,163,all_persons,2021-04-01,2021-04-30,Q13c2,with_only_children,14
None,436,94,163,all_persons,2021-04-01,2021-04-30,Q13c2,unknown_household_type,9
1 Condition,220,25,9,all_persons,2021-04-01,2021-04-30,Q13c2,without_children,184
1 Condition,220,25,9,all_persons,2021-04-01,2021-04-30,Q13c2,with_only_children,0
1 Condition,220,25,9,all_persons,2021-04-01,2021-04-30,Q13c2,unknown_household_type,2
2 Conditions,99,7,1,all_persons,2021-04-01,2021-04-30,Q13c2,without_children,91
2 Conditions,99,7,1,all_persons,2021-04-01,2021-04-30,Q13c2,with_only_children,0
2 Conditions,99,7,1,all_persons,2021-04-01,2021-04-30,Q13c2,unknown_household_type,0
3+ Conditions,89,1,0,all_persons,2021-04-01,2021-04-30,Q13c2,without_children,88
3+ Conditions,89,1,0,all_persons,2021-04-01,2021-04-30,Q13c2,with_only_children,0
3+ Conditions,89,1,0,all_persons,2021-04-01,2021-04-30,Q13c2,unknown_household_type,0
Condition Unknown,33,2,1,all_persons,2021-04-01,2021-04-30,Q13c2,without_children,30
Condition Unknown,33,2,1,all_persons,2021-04-01,2021-04-30,Q13c2,with_only_children,0
Condition Unknown,33,2,1,all_persons,2021-04-01,2021-04-30,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2021-04-01,2021-04-30,Q13c2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2021-04-01,2021-04-30,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2021-04-01,2021-04-30,Q13c2,unknown_household_type,0
Data Not Collected,67,9,30,all_persons,2021-04-01,2021-04-30,Q13c2,without_children,18
Data Not Collected,67,9,30,all_persons,2021-04-01,2021-04-30,Q13c2,with_only_children,7
Data Not Collected,67,9,30,all_persons,2021-04-01,2021-04-30,Q13c2,unknown_household_type,3
