living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",141,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,without_children,117
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",141,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_children_and_adults,24
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",141,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",141,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,without_children,1
Transitional housing for homeless persons (including homeless youth),1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,193,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,without_children,181
Place not meant for human habitation,193,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_children_and_adults,12
Place not meant for human habitation,193,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,193,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,without_children,0
Safe Haven,1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_children_and_adults,1
Safe Haven,1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_only_children,0
Safe Haven,1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,unknown_household_type,0
Host Home,1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,without_children,1
Host Home,1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_children_and_adults,0
Host Home,1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,with_only_children,0
Host Home,1,all_persons,2021-04-01,2021-04-30,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,8,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,without_children,8
Psychiatric hospital or other psychiatric facility,8,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,8,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,8,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,7,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,without_children,6
Substance abuse treatment facility or detox center,7,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,with_children_and_adults,1
Substance abuse treatment facility or detox center,7,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,with_only_children,0
Substance abuse treatment facility or detox center,7,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,25,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,without_children,25
Hospital or other residential non-psychiatric medical facility,25,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,with_children_and_adults,0
Hospital or other residential non-psychiatric medical facility,25,all_persons,2021-04-01,2021-04-30,Q15,Institutional Settings,with_only_children,0
