veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,17,all_households,2021-04-01,2021-04-30,Q25b,without_children,17
Chronically Homeless Veteran,17,all_households,2021-04-01,2021-04-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,17,all_households,2021-04-01,2021-04-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,33,all_households,2021-04-01,2021-04-30,Q25b,without_children,31
Non-Chronically Homeless Veteran,33,all_households,2021-04-01,2021-04-30,Q25b,with_children_and_adults,2
Non-Chronically Homeless Veteran,33,all_households,2021-04-01,2021-04-30,Q25b,unknown_household_type,0
Not a Veteran,683,all_households,2021-04-01,2021-04-30,Q25b,without_children,593
Not a Veteran,683,all_households,2021-04-01,2021-04-30,Q25b,with_children_and_adults,87
Not a Veteran,683,all_households,2021-04-01,2021-04-30,Q25b,unknown_household_type,3
Client Doesn't Know/Client Refused,1,all_households,2021-04-01,2021-04-30,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2021-04-01,2021-04-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2021-04-01,2021-04-30,Q25b,unknown_household_type,0
Data Not Collected,9,all_households,2021-04-01,2021-04-30,Q25b,without_children,9
Data Not Collected,9,all_households,2021-04-01,2021-04-30,Q25b,with_children_and_adults,0
Data Not Collected,9,all_households,2021-04-01,2021-04-30,Q25b,unknown_household_type,0
