income_range,population,start_date,end_date,question,status,count
No Income,adults,2021-04-01,2021-04-30,Q16,income_at_start,360
No Income,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,11
No Income,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,71
$1 -  $150,adults,2021-04-01,2021-04-30,Q16,income_at_start,2
$1 -  $150,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2021-04-01,2021-04-30,Q16,income_at_start,4
$151 - $250,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2021-04-01,2021-04-30,Q16,income_at_start,22
$251 - $500,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,2
$251 - $500,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,3
$501 - $1000,adults,2021-04-01,2021-04-30,Q16,income_at_start,138
$501 - $1000,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,19
$501 - $1000,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,30
$1001 - $1500,adults,2021-04-01,2021-04-30,Q16,income_at_start,79
$1001 - $1500,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,14
$1001 - $1500,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,13
$1501 - $2000,adults,2021-04-01,2021-04-30,Q16,income_at_start,63
$1501 - $2000,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,6
$1501 - $2000,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,7
$2001+,adults,2021-04-01,2021-04-30,Q16,income_at_start,65
$2001+,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,5
$2001+,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,10
Client Doesn't Know/Client Refused,adults,2021-04-01,2021-04-30,Q16,income_at_start,2
Client Doesn't Know/Client Refused,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2021-04-01,2021-04-30,Q16,income_at_start,161
Data Not Collected,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,3
Data Not Collected,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,52
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-04-01,2021-04-30,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,367
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-04-01,2021-04-30,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,283
Number of Adult Stayers without Required Annual Assessment,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2021-04-01,2021-04-30,Q16,income_at_start,896
Total Adults,adults,2021-04-01,2021-04-30,Q16,income_at_latest_annual_assessment_for_stayers,710
Total Adults,adults,2021-04-01,2021-04-30,Q16,income_at_exit_for_leavers,186
