ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1058,all_persons,2021-04-01,2021-04-30,Q12b,without_children,696
Non-Hispanic/Non-Latin(a)(o)(x),1058,all_persons,2021-04-01,2021-04-30,Q12b,with_children_and_adults,332
Non-Hispanic/Non-Latin(a)(o)(x),1058,all_persons,2021-04-01,2021-04-30,Q12b,with_only_children,19
Non-Hispanic/Non-Latin(a)(o)(x),1058,all_persons,2021-04-01,2021-04-30,Q12b,unknown_household_type,11
Hispanic/Latin(a)(o)(x),89,all_persons,2021-04-01,2021-04-30,Q12b,without_children,39
Hispanic/Latin(a)(o)(x),89,all_persons,2021-04-01,2021-04-30,Q12b,with_children_and_adults,48
Hispanic/Latin(a)(o)(x),89,all_persons,2021-04-01,2021-04-30,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),89,all_persons,2021-04-01,2021-04-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-04-01,2021-04-30,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-04-01,2021-04-30,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2021-04-01,2021-04-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-04-01,2021-04-30,Q12b,unknown_household_type,0
Data Not Collected,9,all_persons,2021-04-01,2021-04-30,Q12b,without_children,4
Data Not Collected,9,all_persons,2021-04-01,2021-04-30,Q12b,with_children_and_adults,2
Data Not Collected,9,all_persons,2021-04-01,2021-04-30,Q12b,with_only_children,0
Data Not Collected,9,all_persons,2021-04-01,2021-04-30,Q12b,unknown_household_type,3
