persons_served,total,population,start_date,end_date,question,household_type,count
Adults,896,all_persons,2021-04-01,2021-04-30,Q7a,without_children,739
Adults,896,all_persons,2021-04-01,2021-04-30,Q7a,with_children_and_adults,153
Adults,896,all_persons,2021-04-01,2021-04-30,Q7a,with_only_children,0
Adults,896,all_persons,2021-04-01,2021-04-30,Q7a,unknown_household_type,4
Children,251,all_persons,2021-04-01,2021-04-30,Q7a,without_children,0
Children,251,all_persons,2021-04-01,2021-04-30,Q7a,with_children_and_adults,230
Children,251,all_persons,2021-04-01,2021-04-30,Q7a,with_only_children,21
Children,251,all_persons,2021-04-01,2021-04-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-04-01,2021-04-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-04-01,2021-04-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-04-01,2021-04-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-04-01,2021-04-30,Q7a,unknown_household_type,1
Data Not Collected,9,all_persons,2021-04-01,2021-04-30,Q7a,without_children,0
Data Not Collected,9,all_persons,2021-04-01,2021-04-30,Q7a,with_children_and_adults,0
Data Not Collected,9,all_persons,2021-04-01,2021-04-30,Q7a,with_only_children,0
Data Not Collected,9,all_persons,2021-04-01,2021-04-30,Q7a,unknown_household_type,9
For PSH and RRH - the total persons served who moved into housing,122,all_persons,2021-04-01,2021-04-30,Q7a,without_children,80
For PSH and RRH - the total persons served who moved into housing,122,all_persons,2021-04-01,2021-04-30,Q7a,with_children_and_adults,42
For PSH and RRH - the total persons served who moved into housing,122,all_persons,2021-04-01,2021-04-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,122,all_persons,2021-04-01,2021-04-30,Q7a,unknown_household_type,0
