conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,199,13,0,stayers,2021-04-01,2021-04-30,Q13c1,without_children,186
Mental Health Disorder,199,13,0,stayers,2021-04-01,2021-04-30,Q13c1,with_only_children,0
Mental Health Disorder,199,13,0,stayers,2021-04-01,2021-04-30,Q13c1,unknown_household_type,0
Alcohol Use Disorder,40,0,0,stayers,2021-04-01,2021-04-30,Q13c1,without_children,40
Alcohol Use Disorder,40,0,0,stayers,2021-04-01,2021-04-30,Q13c1,with_only_children,0
Alcohol Use Disorder,40,0,0,stayers,2021-04-01,2021-04-30,Q13c1,unknown_household_type,0
Drug Use Disorder,19,1,0,stayers,2021-04-01,2021-04-30,Q13c1,without_children,18
Drug Use Disorder,19,1,0,stayers,2021-04-01,2021-04-30,Q13c1,with_only_children,0
Drug Use Disorder,19,1,0,stayers,2021-04-01,2021-04-30,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,45,0,0,stayers,2021-04-01,2021-04-30,Q13c1,without_children,45
Both Alcohol and Drug Use Disorders,45,0,0,stayers,2021-04-01,2021-04-30,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,45,0,0,stayers,2021-04-01,2021-04-30,Q13c1,unknown_household_type,0
Chronic Health Condition,112,9,2,stayers,2021-04-01,2021-04-30,Q13c1,without_children,101
Chronic Health Condition,112,9,2,stayers,2021-04-01,2021-04-30,Q13c1,with_only_children,0
Chronic Health Condition,112,9,2,stayers,2021-04-01,2021-04-30,Q13c1,unknown_household_type,0
HIV/AIDS,95,8,0,stayers,2021-04-01,2021-04-30,Q13c1,without_children,86
HIV/AIDS,95,8,0,stayers,2021-04-01,2021-04-30,Q13c1,with_only_children,0
HIV/AIDS,95,8,0,stayers,2021-04-01,2021-04-30,Q13c1,unknown_household_type,1
Development Disability,52,3,9,stayers,2021-04-01,2021-04-30,Q13c1,without_children,39
Development Disability,52,3,9,stayers,2021-04-01,2021-04-30,Q13c1,with_only_children,0
Development Disability,52,3,9,stayers,2021-04-01,2021-04-30,Q13c1,unknown_household_type,1
Physical Disability,115,9,0,stayers,2021-04-01,2021-04-30,Q13c1,without_children,106
Physical Disability,115,9,0,stayers,2021-04-01,2021-04-30,Q13c1,with_only_children,0
Physical Disability,115,9,0,stayers,2021-04-01,2021-04-30,Q13c1,unknown_household_type,0
