count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_entry,527
No Sources,all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_latest_annual_assessment_for_stayers,23
No Sources,all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_exit_for_leavers,137
1 + Source(s),all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_entry,258
1 + Source(s),all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_latest_annual_assessment_for_stayers,34
1 + Source(s),all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_exit_for_leavers,76
Client Doesn't Know/Client Refused,all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_entry,119
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_latest_annual_assessment_for_stayers,568
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-02-01,2020-02-29,Q20b,benefit_at_exit_for_leavers,67
