veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_households,2020-02-01,2020-02-29,Q25b,without_children,16
Chronically Homeless Veteran,16,all_households,2020-02-01,2020-02-29,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,16,all_households,2020-02-01,2020-02-29,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,35,all_households,2020-02-01,2020-02-29,Q25b,without_children,31
Non-Chronically Homeless Veteran,35,all_households,2020-02-01,2020-02-29,Q25b,with_children_and_adults,3
Non-Chronically Homeless Veteran,35,all_households,2020-02-01,2020-02-29,Q25b,unknown_household_type,1
Not a Veteran,677,all_households,2020-02-01,2020-02-29,Q25b,without_children,559
Not a Veteran,677,all_households,2020-02-01,2020-02-29,Q25b,with_children_and_adults,116
Not a Veteran,677,all_households,2020-02-01,2020-02-29,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,0,all_households,2020-02-01,2020-02-29,Q25b,without_children,0
Client Doesn't Know/Client Refused,0,all_households,2020-02-01,2020-02-29,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_households,2020-02-01,2020-02-29,Q25b,unknown_household_type,0
Data Not Collected,7,all_households,2020-02-01,2020-02-29,Q25b,without_children,7
Data Not Collected,7,all_households,2020-02-01,2020-02-29,Q25b,with_children_and_adults,0
Data Not Collected,7,all_households,2020-02-01,2020-02-29,Q25b,unknown_household_type,0
