income_range,population,start_date,end_date,question,status,count
No Income,adults,2020-02-01,2020-02-29,Q16,income_at_start,304
No Income,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,10
No Income,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,89
$1 -  $150,adults,2020-02-01,2020-02-29,Q16,income_at_start,5
$1 -  $150,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,2
$151 - $250,adults,2020-02-01,2020-02-29,Q16,income_at_start,6
$151 - $250,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2020-02-01,2020-02-29,Q16,income_at_start,28
$251 - $500,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,8
$501 - $1000,adults,2020-02-01,2020-02-29,Q16,income_at_start,136
$501 - $1000,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,18
$501 - $1000,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,36
$1001 - $1500,adults,2020-02-01,2020-02-29,Q16,income_at_start,92
$1001 - $1500,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,14
$1001 - $1500,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,18
$1501 - $2000,adults,2020-02-01,2020-02-29,Q16,income_at_start,84
$1501 - $2000,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,8
$1501 - $2000,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,23
$2001+,adults,2020-02-01,2020-02-29,Q16,income_at_start,84
$2001+,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,4
$2001+,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,24
Client Doesn't Know/Client Refused,adults,2020-02-01,2020-02-29,Q16,income_at_start,1
Client Doesn't Know/Client Refused,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2020-02-01,2020-02-29,Q16,income_at_start,165
Data Not Collected,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,5
Data Not Collected,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,80
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-02-01,2020-02-29,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,438
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2020-02-01,2020-02-29,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,127
Number of Adult Stayers without Required Annual Assessment,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2020-02-01,2020-02-29,Q16,income_at_start,905
Total Adults,adults,2020-02-01,2020-02-29,Q16,income_at_latest_annual_assessment_for_stayers,625
Total Adults,adults,2020-02-01,2020-02-29,Q16,income_at_exit_for_leavers,280
