age_group,total,population,start_date,end_date,question,household_type,count
12 - 17,7,youth,2020-02-01,2020-02-29,Q27a,without_children,0
12 - 17,7,youth,2020-02-01,2020-02-29,Q27a,with_children_and_adults,3
12 - 17,7,youth,2020-02-01,2020-02-29,Q27a,with_only_children,4
12 - 17,7,youth,2020-02-01,2020-02-29,Q27a,unknown_household_type,0
18 - 24,70,youth,2020-02-01,2020-02-29,Q27a,without_children,51
18 - 24,70,youth,2020-02-01,2020-02-29,Q27a,with_children_and_adults,19
18 - 24,70,youth,2020-02-01,2020-02-29,Q27a,with_only_children,0
18 - 24,70,youth,2020-02-01,2020-02-29,Q27a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,youth,2020-02-01,2020-02-29,Q27a,without_children,0
Client Doesn't Know/Client Refused,0,youth,2020-02-01,2020-02-29,Q27a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,youth,2020-02-01,2020-02-29,Q27a,with_only_children,0
Client Doesn't Know/Client Refused,0,youth,2020-02-01,2020-02-29,Q27a,unknown_household_type,0
Data Not Collected,0,youth,2020-02-01,2020-02-29,Q27a,without_children,0
Data Not Collected,0,youth,2020-02-01,2020-02-29,Q27a,with_children_and_adults,0
Data Not Collected,0,youth,2020-02-01,2020-02-29,Q27a,with_only_children,0
Data Not Collected,0,youth,2020-02-01,2020-02-29,Q27a,unknown_household_type,0
