dv_history,total,population,start_date,end_date,question,household_type,count
Yes,225,all_persons,2020-02-01,2020-02-29,Q14a,without_children,164
Yes,225,all_persons,2020-02-01,2020-02-29,Q14a,with_children_and_adults,61
Yes,225,all_persons,2020-02-01,2020-02-29,Q14a,with_only_children,0
Yes,225,all_persons,2020-02-01,2020-02-29,Q14a,unknown_household_type,0
No,657,all_persons,2020-02-01,2020-02-29,Q14a,without_children,522
No,657,all_persons,2020-02-01,2020-02-29,Q14a,with_children_and_adults,131
No,657,all_persons,2020-02-01,2020-02-29,Q14a,with_only_children,0
No,657,all_persons,2020-02-01,2020-02-29,Q14a,unknown_household_type,4
Client Doesn't Know/Client Refused,5,all_persons,2020-02-01,2020-02-29,Q14a,without_children,5
Client Doesn't Know/Client Refused,5,all_persons,2020-02-01,2020-02-29,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_persons,2020-02-01,2020-02-29,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,5,all_persons,2020-02-01,2020-02-29,Q14a,unknown_household_type,0
Data Not Collected,19,all_persons,2020-02-01,2020-02-29,Q14a,without_children,14
Data Not Collected,19,all_persons,2020-02-01,2020-02-29,Q14a,with_children_and_adults,5
Data Not Collected,19,all_persons,2020-02-01,2020-02-29,Q14a,with_only_children,0
Data Not Collected,19,all_persons,2020-02-01,2020-02-29,Q14a,unknown_household_type,0
