number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,207
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,7
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,52
Adults with Only Other Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,186
Adults with Only Other Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,36
Adults with Only Other Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,47
Adults with Both Earned and Other Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,42
Adults with Both Earned and Other Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with Both Earned and Other Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,12
Adults with No Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,446
Adults with No Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,15
Adults with No Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,166
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,15
Adults with Missing Income Information,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,438
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,127
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,905
Total Adults,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,625
Total Adults,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,280
1 or More Source of Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,478
1 or More Source of Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,47
1 or More Source of Income,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,127
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_annual_assessment_stayers,60
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-02-01,2020-02-29,Q18,number_of_adults_at_exit_leavers,0
