ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1098,all_persons,2020-02-01,2020-02-29,Q12b,without_children,664
Non-Hispanic/Non-Latin(a)(o)(x),1098,all_persons,2020-02-01,2020-02-29,Q12b,with_children_and_adults,413
Non-Hispanic/Non-Latin(a)(o)(x),1098,all_persons,2020-02-01,2020-02-29,Q12b,with_only_children,11
Non-Hispanic/Non-Latin(a)(o)(x),1098,all_persons,2020-02-01,2020-02-29,Q12b,unknown_household_type,10
Hispanic/Latin(a)(o)(x),96,all_persons,2020-02-01,2020-02-29,Q12b,without_children,40
Hispanic/Latin(a)(o)(x),96,all_persons,2020-02-01,2020-02-29,Q12b,with_children_and_adults,54
Hispanic/Latin(a)(o)(x),96,all_persons,2020-02-01,2020-02-29,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),96,all_persons,2020-02-01,2020-02-29,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2020-02-01,2020-02-29,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-02-01,2020-02-29,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2020-02-01,2020-02-29,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-02-01,2020-02-29,Q12b,unknown_household_type,0
Data Not Collected,5,all_persons,2020-02-01,2020-02-29,Q12b,without_children,1
Data Not Collected,5,all_persons,2020-02-01,2020-02-29,Q12b,with_children_and_adults,1
Data Not Collected,5,all_persons,2020-02-01,2020-02-29,Q12b,with_only_children,0
Data Not Collected,5,all_persons,2020-02-01,2020-02-29,Q12b,unknown_household_type,3
