dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,38,all_persons,2020-02-01,2020-02-29,Q14b,without_children,24
Yes,38,all_persons,2020-02-01,2020-02-29,Q14b,with_children_and_adults,14
Yes,38,all_persons,2020-02-01,2020-02-29,Q14b,with_only_children,0
Yes,38,all_persons,2020-02-01,2020-02-29,Q14b,unknown_household_type,0
No,179,all_persons,2020-02-01,2020-02-29,Q14b,without_children,133
No,179,all_persons,2020-02-01,2020-02-29,Q14b,with_children_and_adults,46
No,179,all_persons,2020-02-01,2020-02-29,Q14b,with_only_children,0
No,179,all_persons,2020-02-01,2020-02-29,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2020-02-01,2020-02-29,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-02-01,2020-02-29,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2020-02-01,2020-02-29,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-02-01,2020-02-29,Q14b,unknown_household_type,0
Data Not Collected,8,all_persons,2020-02-01,2020-02-29,Q14b,without_children,7
Data Not Collected,8,all_persons,2020-02-01,2020-02-29,Q14b,with_children_and_adults,1
Data Not Collected,8,all_persons,2020-02-01,2020-02-29,Q14b,with_only_children,0
Data Not Collected,8,all_persons,2020-02-01,2020-02-29,Q14b,unknown_household_type,0
