length,total,population,start_date,end_date,question,status,count
30 days or less,404,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,239
30 days or less,404,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,165
31 to 60 days,86,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,28
31 to 60 days,86,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,58
61 to 90 days,91,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,21
61 to 90 days,91,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,70
91 to 180 days,163,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,22
91 to 180 days,163,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,141
181 to 365 days,212,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,13
181 to 365 days,212,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,199
366 to 730 Days (1-2 Yrs),122,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,2
366 to 730 Days (1-2 Yrs),122,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,120
"731 to 1,095 Days (2-3 Yrs)",47,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",47,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,47
"1,096 to 1,460 Days (3-4 Yrs)",27,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",27,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,27
"1,461 to 1,825 Days (5-5 Yrs)",17,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",17,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,17
"More than 1,825 Days (>5 Yrs)",31,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",31,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,31
Data Not Collected,0,all_persons,2020-02-01,2020-02-29,Q22a1,leavers,0
Data Not Collected,0,all_persons,2020-02-01,2020-02-29,Q22a1,stayers,0
