non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_start,245
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_latest_annual_assessment_for_stayers,30
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_exit_for_leavers,72
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_start,29
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_exit_for_leavers,10
TANF Child Care Services,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_start,5
TANF Child Care Services,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_start,6
Other TANF-Funded Services,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_exit_for_leavers,2
Other Source,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_start,7
Other Source,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_latest_annual_assessment_for_stayers,9
Other Source,all_persons,2020-02-01,2020-02-29,Q20a,benefit_at_exit_for_leavers,1
