ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,173,all_persons,2021-05-01,2021-05-31,Q26b,without_children,147
Chronically Homeless ,173,all_persons,2021-05-01,2021-05-31,Q26b,with_children_and_adults,26
Chronically Homeless ,173,all_persons,2021-05-01,2021-05-31,Q26b,with_only_children,0
Chronically Homeless ,173,all_persons,2021-05-01,2021-05-31,Q26b,unknown_household_type,0
Not Chronically Homeless,891,all_persons,2021-05-01,2021-05-31,Q26b,without_children,517
Not Chronically Homeless,891,all_persons,2021-05-01,2021-05-31,Q26b,with_children_and_adults,341
Not Chronically Homeless,891,all_persons,2021-05-01,2021-05-31,Q26b,with_only_children,20
Not Chronically Homeless,891,all_persons,2021-05-01,2021-05-31,Q26b,unknown_household_type,13
Client Doesn't Know/Client Refused,15,all_persons,2021-05-01,2021-05-31,Q26b,without_children,14
Client Doesn't Know/Client Refused,15,all_persons,2021-05-01,2021-05-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,15,all_persons,2021-05-01,2021-05-31,Q26b,with_only_children,1
Client Doesn't Know/Client Refused,15,all_persons,2021-05-01,2021-05-31,Q26b,unknown_household_type,0
Data Not Collected,42,all_persons,2021-05-01,2021-05-31,Q26b,without_children,34
Data Not Collected,42,all_persons,2021-05-01,2021-05-31,Q26b,with_children_and_adults,6
Data Not Collected,42,all_persons,2021-05-01,2021-05-31,Q26b,with_only_children,1
Data Not Collected,42,all_persons,2021-05-01,2021-05-31,Q26b,unknown_household_type,1
