conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,240,14,0,start,2021-05-01,2021-05-31,Q13a1,without_children,226
Mental Health Disorder,240,14,0,start,2021-05-01,2021-05-31,Q13a1,with_only_children,0
Mental Health Disorder,240,14,0,start,2021-05-01,2021-05-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,51,0,0,start,2021-05-01,2021-05-31,Q13a1,without_children,51
Alcohol Use Disorder,51,0,0,start,2021-05-01,2021-05-31,Q13a1,with_only_children,0
Alcohol Use Disorder,51,0,0,start,2021-05-01,2021-05-31,Q13a1,unknown_household_type,0
Drug Use Disorder,25,1,0,start,2021-05-01,2021-05-31,Q13a1,without_children,24
Drug Use Disorder,25,1,0,start,2021-05-01,2021-05-31,Q13a1,with_only_children,0
Drug Use Disorder,25,1,0,start,2021-05-01,2021-05-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,49,0,0,start,2021-05-01,2021-05-31,Q13a1,without_children,49
Both Alcohol and Drug Use Disorders,49,0,0,start,2021-05-01,2021-05-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,49,0,0,start,2021-05-01,2021-05-31,Q13a1,unknown_household_type,0
Chronic Health Condition,125,9,2,start,2021-05-01,2021-05-31,Q13a1,without_children,114
Chronic Health Condition,125,9,2,start,2021-05-01,2021-05-31,Q13a1,with_only_children,0
Chronic Health Condition,125,9,2,start,2021-05-01,2021-05-31,Q13a1,unknown_household_type,0
HIV/AIDS,97,7,0,start,2021-05-01,2021-05-31,Q13a1,without_children,89
HIV/AIDS,97,7,0,start,2021-05-01,2021-05-31,Q13a1,with_only_children,0
HIV/AIDS,97,7,0,start,2021-05-01,2021-05-31,Q13a1,unknown_household_type,1
Development Disability,56,3,9,start,2021-05-01,2021-05-31,Q13a1,without_children,43
Development Disability,56,3,9,start,2021-05-01,2021-05-31,Q13a1,with_only_children,0
Development Disability,56,3,9,start,2021-05-01,2021-05-31,Q13a1,unknown_household_type,1
Physical Disability,137,10,0,start,2021-05-01,2021-05-31,Q13a1,without_children,127
Physical Disability,137,10,0,start,2021-05-01,2021-05-31,Q13a1,with_only_children,0
Physical Disability,137,10,0,start,2021-05-01,2021-05-31,Q13a1,unknown_household_type,0
