exit_destination,total,population,start_date,end_date,question,category,household_type,count
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Owned by client, no ongoing subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,0
"Owned by client, no ongoing subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Owned by client, no ongoing subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Owned by client, no ongoing subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Owned by client, with ongoing subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,0
"Owned by client, with ongoing subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Owned by client, with ongoing subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Owned by client, with ongoing subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, no ongoing subsidy",16,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,10
"Rental by client, no ongoing subsidy",16,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,4
"Rental by client, no ongoing subsidy",16,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, no ongoing subsidy",16,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,2
"Rental by client, with VASH subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,0
"Rental by client, with VASH subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with VASH subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with VASH subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, other ongoing subsidy",1,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,1
"Rental by client, other ongoing subsidy",1,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, other ongoing subsidy",1,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, other ongoing subsidy",1,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Staying or living with family, permanent tenure",2,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,0
"Staying or living with family, permanent tenure",2,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,2
"Staying or living with family, permanent tenure",2,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Staying or living with family, permanent tenure",2,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Staying or living with friends, permanent tenure",6,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,6
"Staying or living with friends, permanent tenure",6,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Staying or living with friends, permanent tenure",6,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Staying or living with friends, permanent tenure",6,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with RRH or equivalent subsidy",1,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,1
"Rental by client, with RRH or equivalent subsidy",1,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with RRH or equivalent subsidy",1,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with RRH or equivalent subsidy",1,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with HCV voucher (tenant or project based)",5,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,0
"Rental by client, with HCV voucher (tenant or project based)",5,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,5
"Rental by client, with HCV voucher (tenant or project based)",5,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with HCV voucher (tenant or project based)",5,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
Rental by client in a public housing unit,9,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,without_children,1
Rental by client in a public housing unit,9,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_children_and_adults,8
Rental by client in a public housing unit,9,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,with_only_children,0
Rental by client in a public housing unit,9,all_persons,2021-05-01,2021-05-31,Q23c,Permanent Destinations,unknown_household_type,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",11,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,without_children,8
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",11,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_children_and_adults,3
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",11,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",11,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,unknown_household_type,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,without_children,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_children_and_adults,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_only_children,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),7,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,without_children,0
Transitional housing for homeless persons (including homeless youth),7,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_children_and_adults,7
Transitional housing for homeless persons (including homeless youth),7,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),7,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,unknown_household_type,0
"Staying or living with family, temporary tenure",7,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,without_children,7
"Staying or living with family, temporary tenure",7,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_children_and_adults,0
"Staying or living with family, temporary tenure",7,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_only_children,0
"Staying or living with family, temporary tenure",7,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,unknown_household_type,0
"Staying or living with friends, temporary tenure",15,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,without_children,10
"Staying or living with friends, temporary tenure",15,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_children_and_adults,5
"Staying or living with friends, temporary tenure",15,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_only_children,0
"Staying or living with friends, temporary tenure",15,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,unknown_household_type,0
Place not meant for human habitation,14,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,without_children,8
Place not meant for human habitation,14,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_children_and_adults,6
Place not meant for human habitation,14,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_only_children,0
Place not meant for human habitation,14,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,unknown_household_type,0
Safe Haven,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,without_children,0
Safe Haven,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_children_and_adults,0
Safe Haven,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_only_children,0
Safe Haven,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,unknown_household_type,0
"Hotel or motel, paid by client",15,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,without_children,15
"Hotel or motel, paid by client",15,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_children_and_adults,0
"Hotel or motel, paid by client",15,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_only_children,0
"Hotel or motel, paid by client",15,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,unknown_household_type,0
Host Home (non-crisis) ,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,without_children,0
Host Home (non-crisis) ,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_children_and_adults,0
Host Home (non-crisis) ,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,with_only_children,0
Host Home (non-crisis) ,0,all_persons,2021-05-01,2021-05-31,Q23c,Temporary Destinations,unknown_household_type,0
Foster care home or group foster care home,0,all_persons,2021-05-01,2021-05-31,Q23c,Institutional Settings,without_children,0
Foster care home or group foster care home,0,all_persons,2021-05-01,2021-05-31,Q23c,Institutional Settings,with_children_and_adults,0
Foster care home or group foster care home,0,all_persons,2021-05-01,2021-05-31,Q23c,Institutional Settings,with_only_children,0
Foster care home or group foster care home,0,all_persons,2021-05-01,2021-05-31,Q23c,Institutional Settings,unknown_household_type,0
