ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,147,all_households,2021-05-01,2021-05-31,Q26a,without_children,141
Chronically Homeless ,147,all_households,2021-05-01,2021-05-31,Q26a,with_children_and_adults,6
Chronically Homeless ,147,all_households,2021-05-01,2021-05-31,Q26a,with_only_children,0
Chronically Homeless ,147,all_households,2021-05-01,2021-05-31,Q26a,unknown_household_type,0
Not Chronically Homeless,524,all_households,2021-05-01,2021-05-31,Q26a,without_children,444
Not Chronically Homeless,524,all_households,2021-05-01,2021-05-31,Q26a,with_children_and_adults,78
Not Chronically Homeless,524,all_households,2021-05-01,2021-05-31,Q26a,with_only_children,0
Not Chronically Homeless,524,all_households,2021-05-01,2021-05-31,Q26a,unknown_household_type,2
Client Doesn't Know/Client Refused,14,all_households,2021-05-01,2021-05-31,Q26a,without_children,13
Client Doesn't Know/Client Refused,14,all_households,2021-05-01,2021-05-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,14,all_households,2021-05-01,2021-05-31,Q26a,with_only_children,1
Client Doesn't Know/Client Refused,14,all_households,2021-05-01,2021-05-31,Q26a,unknown_household_type,0
Data Not Collected,30,all_households,2021-05-01,2021-05-31,Q26a,without_children,27
Data Not Collected,30,all_households,2021-05-01,2021-05-31,Q26a,with_children_and_adults,2
Data Not Collected,30,all_households,2021-05-01,2021-05-31,Q26a,with_only_children,0
Data Not Collected,30,all_households,2021-05-01,2021-05-31,Q26a,unknown_household_type,1
