conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,204,10,0,all_persons,2021-05-01,2021-05-31,Q13c1,without_children,194
Mental Health Disorder,204,10,0,all_persons,2021-05-01,2021-05-31,Q13c1,with_only_children,0
Mental Health Disorder,204,10,0,all_persons,2021-05-01,2021-05-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,47,0,0,all_persons,2021-05-01,2021-05-31,Q13c1,without_children,47
Alcohol Use Disorder,47,0,0,all_persons,2021-05-01,2021-05-31,Q13c1,with_only_children,0
Alcohol Use Disorder,47,0,0,all_persons,2021-05-01,2021-05-31,Q13c1,unknown_household_type,0
Drug Use Disorder,22,1,0,all_persons,2021-05-01,2021-05-31,Q13c1,without_children,21
Drug Use Disorder,22,1,0,all_persons,2021-05-01,2021-05-31,Q13c1,with_only_children,0
Drug Use Disorder,22,1,0,all_persons,2021-05-01,2021-05-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,45,0,0,all_persons,2021-05-01,2021-05-31,Q13c1,without_children,45
Both Alcohol and Drug Use Disorders,45,0,0,all_persons,2021-05-01,2021-05-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,45,0,0,all_persons,2021-05-01,2021-05-31,Q13c1,unknown_household_type,0
Chronic Health Condition,111,7,1,all_persons,2021-05-01,2021-05-31,Q13c1,without_children,103
Chronic Health Condition,111,7,1,all_persons,2021-05-01,2021-05-31,Q13c1,with_only_children,0
Chronic Health Condition,111,7,1,all_persons,2021-05-01,2021-05-31,Q13c1,unknown_household_type,0
HIV/AIDS,96,7,0,all_persons,2021-05-01,2021-05-31,Q13c1,without_children,89
HIV/AIDS,96,7,0,all_persons,2021-05-01,2021-05-31,Q13c1,with_only_children,0
HIV/AIDS,96,7,0,all_persons,2021-05-01,2021-05-31,Q13c1,unknown_household_type,0
Development Disability,49,3,9,all_persons,2021-05-01,2021-05-31,Q13c1,without_children,36
Development Disability,49,3,9,all_persons,2021-05-01,2021-05-31,Q13c1,with_only_children,0
Development Disability,49,3,9,all_persons,2021-05-01,2021-05-31,Q13c1,unknown_household_type,1
Physical Disability,116,7,0,all_persons,2021-05-01,2021-05-31,Q13c1,without_children,109
Physical Disability,116,7,0,all_persons,2021-05-01,2021-05-31,Q13c1,with_only_children,0
Physical Disability,116,7,0,all_persons,2021-05-01,2021-05-31,Q13c1,unknown_household_type,0
