gender_identity,total,population,start_date,end_date,question,household_type,count
Male,507,adults,2021-05-01,2021-05-31,Q10a,without_children,461
Male,507,adults,2021-05-01,2021-05-31,Q10a,with_children_and_adults,43
Male,507,adults,2021-05-01,2021-05-31,Q10a,unknown_household_type,3
Female,351,adults,2021-05-01,2021-05-31,Q10a,without_children,245
Female,351,adults,2021-05-01,2021-05-31,Q10a,with_children_and_adults,105
Female,351,adults,2021-05-01,2021-05-31,Q10a,unknown_household_type,1
No Single Gender,2,adults,2021-05-01,2021-05-31,Q10a,without_children,2
No Single Gender,2,adults,2021-05-01,2021-05-31,Q10a,with_children_and_adults,0
No Single Gender,2,adults,2021-05-01,2021-05-31,Q10a,unknown_household_type,0
Questioning,0,adults,2021-05-01,2021-05-31,Q10a,without_children,0
Questioning,0,adults,2021-05-01,2021-05-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2021-05-01,2021-05-31,Q10a,unknown_household_type,0
Transgender,4,adults,2021-05-01,2021-05-31,Q10a,without_children,4
Transgender,4,adults,2021-05-01,2021-05-31,Q10a,with_children_and_adults,0
Transgender,4,adults,2021-05-01,2021-05-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2021-05-01,2021-05-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2021-05-01,2021-05-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2021-05-01,2021-05-31,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2021-05-01,2021-05-31,Q10a,without_children,0
Data Not Collected,0,adults,2021-05-01,2021-05-31,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2021-05-01,2021-05-31,Q10a,unknown_household_type,0
