ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1012,all_persons,2021-05-01,2021-05-31,Q12b,without_children,669
Non-Hispanic/Non-Latin(a)(o)(x),1012,all_persons,2021-05-01,2021-05-31,Q12b,with_children_and_adults,312
Non-Hispanic/Non-Latin(a)(o)(x),1012,all_persons,2021-05-01,2021-05-31,Q12b,with_only_children,20
Non-Hispanic/Non-Latin(a)(o)(x),1012,all_persons,2021-05-01,2021-05-31,Q12b,unknown_household_type,11
Hispanic/Latin(a)(o)(x),97,all_persons,2021-05-01,2021-05-31,Q12b,without_children,37
Hispanic/Latin(a)(o)(x),97,all_persons,2021-05-01,2021-05-31,Q12b,with_children_and_adults,58
Hispanic/Latin(a)(o)(x),97,all_persons,2021-05-01,2021-05-31,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),97,all_persons,2021-05-01,2021-05-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2021-05-01,2021-05-31,Q12b,without_children,1
Client Doesn't Know/Client Refused,2,all_persons,2021-05-01,2021-05-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,2,all_persons,2021-05-01,2021-05-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2021-05-01,2021-05-31,Q12b,unknown_household_type,0
Data Not Collected,10,all_persons,2021-05-01,2021-05-31,Q12b,without_children,5
Data Not Collected,10,all_persons,2021-05-01,2021-05-31,Q12b,with_children_and_adults,2
Data Not Collected,10,all_persons,2021-05-01,2021-05-31,Q12b,with_only_children,0
Data Not Collected,10,all_persons,2021-05-01,2021-05-31,Q12b,unknown_household_type,3
