veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,19,all_persons,2021-05-01,2021-05-31,Q25a,without_children,19
Chronically Homeless Veteran,19,all_persons,2021-05-01,2021-05-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,19,all_persons,2021-05-01,2021-05-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,36,all_persons,2021-05-01,2021-05-31,Q25a,without_children,35
Non-Chronically Homeless Veteran,36,all_persons,2021-05-01,2021-05-31,Q25a,with_children_and_adults,1
Non-Chronically Homeless Veteran,36,all_persons,2021-05-01,2021-05-31,Q25a,unknown_household_type,0
Not a Veteran,790,all_persons,2021-05-01,2021-05-31,Q25a,without_children,643
Not a Veteran,790,all_persons,2021-05-01,2021-05-31,Q25a,with_children_and_adults,143
Not a Veteran,790,all_persons,2021-05-01,2021-05-31,Q25a,unknown_household_type,4
Client Doesn't Know/Client Refused,1,all_persons,2021-05-01,2021-05-31,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2021-05-01,2021-05-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-05-01,2021-05-31,Q25a,unknown_household_type,0
Data Not Collected,18,all_persons,2021-05-01,2021-05-31,Q25a,without_children,14
Data Not Collected,18,all_persons,2021-05-01,2021-05-31,Q25a,with_children_and_adults,4
Data Not Collected,18,all_persons,2021-05-01,2021-05-31,Q25a,unknown_household_type,0
