race,total,population,start_date,end_date,question,household_type,count
White,382,all_persons,2018-05-01,2018-05-31,Q12a,without_children,199
White,382,all_persons,2018-05-01,2018-05-31,Q12a,with_children_and_adults,174
White,382,all_persons,2018-05-01,2018-05-31,Q12a,with_only_children,8
White,382,all_persons,2018-05-01,2018-05-31,Q12a,unknown_household_type,1
"Black, African American, or African",149,all_persons,2018-05-01,2018-05-31,Q12a,without_children,61
"Black, African American, or African",149,all_persons,2018-05-01,2018-05-31,Q12a,with_children_and_adults,84
"Black, African American, or African",149,all_persons,2018-05-01,2018-05-31,Q12a,with_only_children,4
"Black, African American, or African",149,all_persons,2018-05-01,2018-05-31,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2018-05-01,2018-05-31,Q12a,without_children,1
Asian or Asian American,1,all_persons,2018-05-01,2018-05-31,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2018-05-01,2018-05-31,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2018-05-01,2018-05-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-05-01,2018-05-31,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-05-01,2018-05-31,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-05-01,2018-05-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-05-01,2018-05-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,1,all_persons,2018-05-01,2018-05-31,Q12a,without_children,1
Native Hawaiian or Pacific Islander,1,all_persons,2018-05-01,2018-05-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,1,all_persons,2018-05-01,2018-05-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,1,all_persons,2018-05-01,2018-05-31,Q12a,unknown_household_type,0
Multiple Races,50,all_persons,2018-05-01,2018-05-31,Q12a,without_children,8
Multiple Races,50,all_persons,2018-05-01,2018-05-31,Q12a,with_children_and_adults,42
Multiple Races,50,all_persons,2018-05-01,2018-05-31,Q12a,with_only_children,0
Multiple Races,50,all_persons,2018-05-01,2018-05-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2018-05-01,2018-05-31,Q12a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2018-05-01,2018-05-31,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2018-05-01,2018-05-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2018-05-01,2018-05-31,Q12a,unknown_household_type,0
Data Not Collected,2,all_persons,2018-05-01,2018-05-31,Q12a,without_children,0
Data Not Collected,2,all_persons,2018-05-01,2018-05-31,Q12a,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-05-01,2018-05-31,Q12a,with_only_children,0
Data Not Collected,2,all_persons,2018-05-01,2018-05-31,Q12a,unknown_household_type,2
