conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,122,18,2,start,2018-05-01,2018-05-31,Q13a1,without_children,101
Mental Health Disorder,122,18,2,start,2018-05-01,2018-05-31,Q13a1,with_only_children,1
Mental Health Disorder,122,18,2,start,2018-05-01,2018-05-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,22,0,0,start,2018-05-01,2018-05-31,Q13a1,without_children,22
Alcohol Use Disorder,22,0,0,start,2018-05-01,2018-05-31,Q13a1,with_only_children,0
Alcohol Use Disorder,22,0,0,start,2018-05-01,2018-05-31,Q13a1,unknown_household_type,0
Drug Use Disorder,19,5,0,start,2018-05-01,2018-05-31,Q13a1,without_children,14
Drug Use Disorder,19,5,0,start,2018-05-01,2018-05-31,Q13a1,with_only_children,0
Drug Use Disorder,19,5,0,start,2018-05-01,2018-05-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,18,1,0,start,2018-05-01,2018-05-31,Q13a1,without_children,17
Both Alcohol and Drug Use Disorders,18,1,0,start,2018-05-01,2018-05-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,18,1,0,start,2018-05-01,2018-05-31,Q13a1,unknown_household_type,0
Chronic Health Condition,69,14,4,start,2018-05-01,2018-05-31,Q13a1,without_children,51
Chronic Health Condition,69,14,4,start,2018-05-01,2018-05-31,Q13a1,with_only_children,0
Chronic Health Condition,69,14,4,start,2018-05-01,2018-05-31,Q13a1,unknown_household_type,0
HIV/AIDS,82,1,0,start,2018-05-01,2018-05-31,Q13a1,without_children,80
HIV/AIDS,82,1,0,start,2018-05-01,2018-05-31,Q13a1,with_only_children,1
HIV/AIDS,82,1,0,start,2018-05-01,2018-05-31,Q13a1,unknown_household_type,0
Development Disability,25,4,9,start,2018-05-01,2018-05-31,Q13a1,without_children,12
Development Disability,25,4,9,start,2018-05-01,2018-05-31,Q13a1,with_only_children,0
Development Disability,25,4,9,start,2018-05-01,2018-05-31,Q13a1,unknown_household_type,0
Physical Disability,67,8,0,start,2018-05-01,2018-05-31,Q13a1,without_children,59
Physical Disability,67,8,0,start,2018-05-01,2018-05-31,Q13a1,with_only_children,0
Physical Disability,67,8,0,start,2018-05-01,2018-05-31,Q13a1,unknown_household_type,0
