ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,61,all_households,2018-05-01,2018-05-31,Q26a,without_children,58
Chronically Homeless ,61,all_households,2018-05-01,2018-05-31,Q26a,with_children_and_adults,3
Chronically Homeless ,61,all_households,2018-05-01,2018-05-31,Q26a,with_only_children,0
Chronically Homeless ,61,all_households,2018-05-01,2018-05-31,Q26a,unknown_household_type,0
Not Chronically Homeless,254,all_households,2018-05-01,2018-05-31,Q26a,without_children,176
Not Chronically Homeless,254,all_households,2018-05-01,2018-05-31,Q26a,with_children_and_adults,77
Not Chronically Homeless,254,all_households,2018-05-01,2018-05-31,Q26a,with_only_children,1
Not Chronically Homeless,254,all_households,2018-05-01,2018-05-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_households,2018-05-01,2018-05-31,Q26a,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2018-05-01,2018-05-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2018-05-01,2018-05-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_households,2018-05-01,2018-05-31,Q26a,unknown_household_type,0
Data Not Collected,3,all_households,2018-05-01,2018-05-31,Q26a,without_children,3
Data Not Collected,3,all_households,2018-05-01,2018-05-31,Q26a,with_children_and_adults,0
Data Not Collected,3,all_households,2018-05-01,2018-05-31,Q26a,with_only_children,0
Data Not Collected,3,all_households,2018-05-01,2018-05-31,Q26a,unknown_household_type,0
