persons_served,total,population,start_date,end_date,question,household_type,count
Adults,399,all_persons,2018-05-01,2018-05-31,Q7a,without_children,272
Adults,399,all_persons,2018-05-01,2018-05-31,Q7a,with_children_and_adults,126
Adults,399,all_persons,2018-05-01,2018-05-31,Q7a,with_only_children,0
Adults,399,all_persons,2018-05-01,2018-05-31,Q7a,unknown_household_type,1
Children,186,all_persons,2018-05-01,2018-05-31,Q7a,without_children,0
Children,186,all_persons,2018-05-01,2018-05-31,Q7a,with_children_and_adults,174
Children,186,all_persons,2018-05-01,2018-05-31,Q7a,with_only_children,12
Children,186,all_persons,2018-05-01,2018-05-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-05-01,2018-05-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-05-01,2018-05-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-05-01,2018-05-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-05-01,2018-05-31,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2018-05-01,2018-05-31,Q7a,without_children,0
Data Not Collected,2,all_persons,2018-05-01,2018-05-31,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-05-01,2018-05-31,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2018-05-01,2018-05-31,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,143,all_persons,2018-05-01,2018-05-31,Q7a,without_children,76
For PSH and RRH - the total persons served who moved into housing,143,all_persons,2018-05-01,2018-05-31,Q7a,with_children_and_adults,67
For PSH and RRH - the total persons served who moved into housing,143,all_persons,2018-05-01,2018-05-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,143,all_persons,2018-05-01,2018-05-31,Q7a,unknown_household_type,0
