conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,111,15,1,all_persons,2018-05-01,2018-05-31,Q13c1,without_children,94
Mental Health Disorder,111,15,1,all_persons,2018-05-01,2018-05-31,Q13c1,with_only_children,1
Mental Health Disorder,111,15,1,all_persons,2018-05-01,2018-05-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,20,0,0,all_persons,2018-05-01,2018-05-31,Q13c1,without_children,20
Alcohol Use Disorder,20,0,0,all_persons,2018-05-01,2018-05-31,Q13c1,with_only_children,0
Alcohol Use Disorder,20,0,0,all_persons,2018-05-01,2018-05-31,Q13c1,unknown_household_type,0
Drug Use Disorder,17,5,0,all_persons,2018-05-01,2018-05-31,Q13c1,without_children,12
Drug Use Disorder,17,5,0,all_persons,2018-05-01,2018-05-31,Q13c1,with_only_children,0
Drug Use Disorder,17,5,0,all_persons,2018-05-01,2018-05-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,17,1,0,all_persons,2018-05-01,2018-05-31,Q13c1,without_children,16
Both Alcohol and Drug Use Disorders,17,1,0,all_persons,2018-05-01,2018-05-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,17,1,0,all_persons,2018-05-01,2018-05-31,Q13c1,unknown_household_type,0
Chronic Health Condition,60,12,3,all_persons,2018-05-01,2018-05-31,Q13c1,without_children,45
Chronic Health Condition,60,12,3,all_persons,2018-05-01,2018-05-31,Q13c1,with_only_children,0
Chronic Health Condition,60,12,3,all_persons,2018-05-01,2018-05-31,Q13c1,unknown_household_type,0
HIV/AIDS,79,1,0,all_persons,2018-05-01,2018-05-31,Q13c1,without_children,77
HIV/AIDS,79,1,0,all_persons,2018-05-01,2018-05-31,Q13c1,with_only_children,1
HIV/AIDS,79,1,0,all_persons,2018-05-01,2018-05-31,Q13c1,unknown_household_type,0
Development Disability,24,4,8,all_persons,2018-05-01,2018-05-31,Q13c1,without_children,12
Development Disability,24,4,8,all_persons,2018-05-01,2018-05-31,Q13c1,with_only_children,0
Development Disability,24,4,8,all_persons,2018-05-01,2018-05-31,Q13c1,unknown_household_type,0
Physical Disability,56,7,0,all_persons,2018-05-01,2018-05-31,Q13c1,without_children,49
Physical Disability,56,7,0,all_persons,2018-05-01,2018-05-31,Q13c1,with_only_children,0
Physical Disability,56,7,0,all_persons,2018-05-01,2018-05-31,Q13c1,unknown_household_type,0
