health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2018-05-01,2018-05-31,Q21,at_start,274
MEDICAID,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,24
MEDICAID,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,65
MEDICARE,all_persons,2018-05-01,2018-05-31,Q21,at_start,59
MEDICARE,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,16
MEDICARE,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,8
State Children's Health Insurance Program,all_persons,2018-05-01,2018-05-31,Q21,at_start,0
State Children's Health Insurance Program,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2018-05-01,2018-05-31,Q21,at_start,12
Veteran's Administration (VA) Medical Services,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,11
Veteran's Administration (VA) Medical Services,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,0
Employer - Provided Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_start,23
Employer - Provided Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,11
Health Insurance obtained through COBRA,all_persons,2018-05-01,2018-05-31,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_start,33
Private Pay Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,0
Private Pay Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,4
State Health Insurance for Adults,all_persons,2018-05-01,2018-05-31,Q21,at_start,8
State Health Insurance for Adults,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,3
Indian Health Services Program,all_persons,2018-05-01,2018-05-31,Q21,at_start,0
Indian Health Services Program,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,0
Other,all_persons,2018-05-01,2018-05-31,Q21,at_start,4
Other,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,1
No Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_start,194
No Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,11
No Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,49
Client Doesn't Know/Client Refused,all_persons,2018-05-01,2018-05-31,Q21,at_start,0
Client Doesn't Know/Client Refused,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2018-05-01,2018-05-31,Q21,at_start,22
Data Not Collected,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,80
Data Not Collected,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,4
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-05-01,2018-05-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,321
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_start,335
1 Source of Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,24
1 Source of Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,80
More than 1 Source of Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_start,37
More than 1 Source of Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_annual_assessment_for_stayers,12
More than 1 Source of Health Insurance,all_persons,2018-05-01,2018-05-31,Q21,at_exit_for_leavers,6
