dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,13,all_persons,2018-01-01,2018-01-31,Q14b,without_children,4
Yes,13,all_persons,2018-01-01,2018-01-31,Q14b,with_children_and_adults,9
Yes,13,all_persons,2018-01-01,2018-01-31,Q14b,with_only_children,0
Yes,13,all_persons,2018-01-01,2018-01-31,Q14b,unknown_household_type,0
No,36,all_persons,2018-01-01,2018-01-31,Q14b,without_children,22
No,36,all_persons,2018-01-01,2018-01-31,Q14b,with_children_and_adults,14
No,36,all_persons,2018-01-01,2018-01-31,Q14b,with_only_children,0
No,36,all_persons,2018-01-01,2018-01-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-01-01,2018-01-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-01-01,2018-01-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-01-01,2018-01-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-01-01,2018-01-31,Q14b,unknown_household_type,0
Data Not Collected,11,all_persons,2018-01-01,2018-01-31,Q14b,without_children,11
Data Not Collected,11,all_persons,2018-01-01,2018-01-31,Q14b,with_children_and_adults,0
Data Not Collected,11,all_persons,2018-01-01,2018-01-31,Q14b,with_only_children,0
Data Not Collected,11,all_persons,2018-01-01,2018-01-31,Q14b,unknown_household_type,0
