conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_start,42
Mental Health Disorder,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_latest_assessment_for_stayers,39
Mental Health Disorder,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_start,9
Alcohol Use Disorder,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_latest_assessment_for_stayers,9
Alcohol Use Disorder,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_exit_for_leavers,0
Drug Use Disorder,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_start,5
Drug Use Disorder,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_latest_assessment_for_stayers,5
Drug Use Disorder,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_start,7
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_latest_assessment_for_stayers,7
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_start,23
Chronic Health Condition,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_latest_assessment_for_stayers,21
Chronic Health Condition,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_exit_for_leavers,2
HIV/AIDS,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_start,6
Development Disability,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_latest_assessment_for_stayers,6
Development Disability,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_start,21
Physical Disability,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_latest_assessment_for_stayers,19
Physical Disability,chronically_homeless,2018-01-01,2018-01-31,Q26e,conditions_at_exit_for_leavers,2
