persons_served,total,population,start_date,end_date,question,household_type,count
Adults,417,all_persons,2018-01-01,2018-01-31,Q7a,without_children,328
Adults,417,all_persons,2018-01-01,2018-01-31,Q7a,with_children_and_adults,88
Adults,417,all_persons,2018-01-01,2018-01-31,Q7a,with_only_children,0
Adults,417,all_persons,2018-01-01,2018-01-31,Q7a,unknown_household_type,1
Children,142,all_persons,2018-01-01,2018-01-31,Q7a,without_children,0
Children,142,all_persons,2018-01-01,2018-01-31,Q7a,with_children_and_adults,130
Children,142,all_persons,2018-01-01,2018-01-31,Q7a,with_only_children,12
Children,142,all_persons,2018-01-01,2018-01-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-01-01,2018-01-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-01-01,2018-01-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-01-01,2018-01-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-01-01,2018-01-31,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2018-01-01,2018-01-31,Q7a,without_children,0
Data Not Collected,2,all_persons,2018-01-01,2018-01-31,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-01-01,2018-01-31,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2018-01-01,2018-01-31,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,128,all_persons,2018-01-01,2018-01-31,Q7a,without_children,68
For PSH and RRH - the total persons served who moved into housing,128,all_persons,2018-01-01,2018-01-31,Q7a,with_children_and_adults,60
For PSH and RRH - the total persons served who moved into housing,128,all_persons,2018-01-01,2018-01-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,128,all_persons,2018-01-01,2018-01-31,Q7a,unknown_household_type,0
