non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_start,132
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,19
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_exit_for_leavers,31
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_start,6
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_start,0
Other TANF-Funded Services,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_start,6
Other Source,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2018-01-01,2018-01-31,Q20a,benefit_at_exit_for_leavers,0
